publishAt,publishedAtDate,stars
8 ay önce,2025-07-15T17:54:44.820Z,5
8 ay önce,2025-07-15T07:11:07.649Z,5
8 ay önce,2025-07-15T05:00:36.086Z,5
8 ay önce,2025-07-14T18:50:04.438Z,1
8 ay önce,2025-07-14T17:19:31.211Z,5
8 ay önce,2025-07-14T10:22:39.220Z,5
8 ay önce,2025-07-14T10:13:38.591Z,5
8 ay önce,2025-07-14T10:09:44.471Z,4
8 ay önce,2025-07-14T09:20:27.244Z,2
8 ay önce,2025-07-14T07:08:40.144Z,5
8 ay önce,2025-07-13T19:31:40.965Z,4
8 ay önce,2025-07-13T18:14:02.143Z,5
8 ay önce,2025-07-12T20:07:04.498Z,5
8 ay önce,2025-07-12T17:56:02.894Z,5
8 ay önce,2025-07-12T13:15:18.823Z,5
9 ay önce,2025-07-11T13:28:14.884Z,5
9 ay önce,2025-07-10T19:58:39.304Z,4
9 ay önce,2025-07-10T11:35:15.152Z,5
9 ay önce,2025-07-10T07:57:23.888Z,5
9 ay önce,2025-07-10T05:47:22.024Z,3
9 ay önce,2025-07-10T04:34:25.519Z,5
9 ay önce,2025-07-09T16:20:21.760Z,4
9 ay önce,2025-07-09T05:35:43.792Z,5
9 ay önce,2025-07-09T05:32:16.405Z,4
9 ay önce,2025-07-08T18:06:23.873Z,5
9 ay önce,2025-07-08T17:34:50.762Z,5
9 ay önce,2025-07-08T15:53:44.051Z,5
9 ay önce,2025-07-08T08:03:52.804Z,4
9 ay önce düzenlendi,2025-07-08T08:03:21.498Z,4
9 ay önce,2025-07-08T05:42:06.798Z,5
9 ay önce,2025-07-07T06:12:46.261Z,5
9 ay önce,2025-07-06T23:01:06.910Z,3
9 ay önce,2025-07-06T15:39:46.719Z,5
9 ay önce,2025-07-06T09:11:03.022Z,2
9 ay önce,2025-07-05T18:41:49.300Z,5
9 ay önce,2025-07-04T09:18:11.432Z,5
9 ay önce,2025-07-04T06:36:15.054Z,2
9 ay önce,2025-07-03T19:42:24.977Z,5
9 ay önce,2025-07-03T16:15:37.966Z,4
9 ay önce,2025-07-02T19:48:02.892Z,5
9 ay önce,2025-07-02T17:06:59.862Z,5
9 ay önce,2025-06-30T16:21:50.336Z,5
9 ay önce,2025-06-30T11:29:40.219Z,4
9 ay önce,2025-06-30T08:45:24.249Z,5
9 ay önce düzenlendi,2025-06-30T08:30:32.324Z,4
9 ay önce,2025-06-29T14:21:13.348Z,1
9 ay önce,2025-06-29T10:42:23.413Z,5
9 ay önce,2025-06-28T15:14:23.077Z,1
9 ay önce,2025-06-28T13:27:16.238Z,5
9 ay önce,2025-06-28T13:16:49.973Z,5
9 ay önce,2025-06-27T11:41:05.535Z,5
9 ay önce,2025-06-27T03:34:31.291Z,5
9 ay önce,2025-06-26T10:37:18.205Z,5
9 ay önce,2025-06-26T06:22:37.668Z,3
9 ay önce,2025-06-26T04:15:44.169Z,5
9 ay önce,2025-06-25T20:40:36.746Z,5
9 ay önce,2025-06-25T19:27:43.414Z,5
9 ay önce,2025-06-22T22:17:12.231Z,5
9 ay önce,2025-06-22T19:28:55.980Z,5
9 ay önce,2025-06-22T10:47:52.309Z,1
9 ay önce,2025-06-21T19:10:05.637Z,5
9 ay önce,2025-06-21T18:48:03.102Z,5
9 ay önce düzenlendi,2025-06-20T19:41:15.372Z,3
9 ay önce,2025-06-20T17:13:41.283Z,3
9 ay önce,2025-06-19T21:27:20.493Z,4
9 ay önce,2025-06-19T16:43:51.778Z,5
9 ay önce,2025-06-19T15:12:34.195Z,5
9 ay önce,2025-06-19T11:02:29.292Z,5
9 ay önce,2025-06-19T10:38:59.093Z,5
9 ay önce,2025-06-19T07:06:58.725Z,5
9 ay önce düzenlendi,2025-06-18T18:17:05.514Z,1
9 ay önce,2025-06-18T09:01:49.262Z,5
9 ay önce,2025-06-17T18:42:46.704Z,5
9 ay önce,2025-06-17T09:00:28.613Z,5
9 ay önce,2025-06-16T17:01:36.009Z,5
9 ay önce,2025-06-14T13:04:53.134Z,4
9 ay önce,2025-06-13T08:12:15.388Z,5
9 ay önce,2025-06-12T20:48:54.171Z,5
9 ay önce,2025-06-12T05:28:57.816Z,1
10 ay önce,2025-06-11T11:21:43.639Z,5
10 ay önce,2025-06-11T09:37:55.179Z,5
10 ay önce,2025-06-11T07:22:46.948Z,5
10 ay önce,2025-06-11T07:16:45.726Z,5
10 ay önce,2025-06-10T18:36:19.833Z,3
10 ay önce,2025-06-10T10:15:46.368Z,5
10 ay önce,2025-06-10T10:15:00.451Z,4
10 ay önce,2025-06-09T18:36:55.575Z,4
10 ay önce,2025-06-08T22:05:19.468Z,5
10 ay önce,2025-06-08T17:57:36.022Z,5
10 ay önce,2025-06-08T12:58:37.495Z,1
10 ay önce,2025-06-08T12:32:13.660Z,5
10 ay önce,2025-06-08T07:18:25.839Z,5
10 ay önce,2025-06-07T19:53:10.612Z,5
10 ay önce,2025-06-07T16:23:30.355Z,5
10 ay önce,2025-06-04T08:41:15.835Z,2
10 ay önce,2025-06-03T10:16:06.766Z,5
10 ay önce,2025-06-03T03:34:33.783Z,5
10 ay önce,2025-06-02T21:04:50.101Z,5
10 ay önce,2025-06-01T15:27:09.567Z,5
10 ay önce,2025-05-31T15:12:07.597Z,5
10 ay önce düzenlendi,2025-05-30T20:56:18.057Z,5
10 ay önce,2025-05-30T20:09:31.509Z,5
10 ay önce,2025-05-30T07:17:51.792Z,5
10 ay önce,2025-05-28T19:57:57.935Z,3
10 ay önce,2025-05-25T20:14:38.794Z,5
10 ay önce,2025-05-25T05:58:02.771Z,4
10 ay önce,2025-05-20T09:53:37.577Z,5
10 ay önce,2025-05-18T06:29:50.105Z,5
10 ay önce,2025-05-17T18:31:12.876Z,5
10 ay önce,2025-05-17T15:29:19.463Z,2
10 ay önce,2025-05-13T05:46:05.032Z,5
11 ay önce,2025-05-10T07:43:27.397Z,5
11 ay önce,2025-05-09T06:05:05.757Z,4
11 ay önce,2025-05-04T07:06:14.110Z,1
11 ay önce,2025-05-02T17:48:45.013Z,5
11 ay önce,2025-05-01T14:36:24.225Z,5
11 ay önce,2025-04-29T18:51:36.908Z,5
11 ay önce,2025-04-27T16:37:55.464Z,5
11 ay önce,2025-04-25T18:33:16.381Z,5
11 ay önce,2025-04-20T18:40:48.901Z,1
11 ay önce,2025-04-15T08:37:09.039Z,5
11 ay önce,2025-04-12T20:55:57.876Z,5
11 ay önce,2025-04-12T13:54:53.460Z,5
bir yıl önce,2025-04-08T20:54:57.900Z,5
bir yıl önce,2025-04-07T07:36:22.180Z,5
bir yıl önce,2025-04-03T19:56:52.059Z,5
bir yıl önce,2025-04-03T17:43:33.343Z,4
bir yıl önce,2025-04-02T20:42:05.048Z,3
bir yıl önce,2025-04-02T14:16:22.793Z,5
bir yıl önce,2025-03-18T13:36:24.668Z,5
bir yıl önce,2025-03-12T20:27:06.915Z,5
bir yıl önce,2025-03-08T05:22:03.440Z,1
bir yıl önce,2025-03-04T11:14:58.102Z,5
bir yıl önce,2025-02-23T16:34:29.773Z,5
bir yıl önce,2025-02-19T07:08:12.462Z,1
bir yıl önce,2025-01-28T19:09:18.403Z,5
bir yıl önce,2025-01-07T16:44:18.650Z,5
bir yıl önce,2024-12-23T11:34:14.727Z,4
bir yıl önce,2024-12-19T13:33:37.126Z,5
bir yıl önce,2024-12-17T10:18:07.660Z,5
bir yıl önce,2024-12-17T06:58:15.390Z,5
bir yıl önce,2024-12-16T08:06:00.571Z,5
bir yıl önce,2024-12-03T18:22:01.742Z,5
bir yıl önce,2024-11-29T20:09:26.041Z,4
bir yıl önce,2024-11-28T17:31:10.952Z,5
bir yıl önce,2024-11-27T18:01:55.493Z,3
bir yıl önce düzenlendi,2024-11-27T13:59:22.300Z,5
bir yıl önce,2024-11-22T16:41:22.483Z,5
bir yıl önce,2024-11-17T04:14:56.815Z,5
bir yıl önce,2024-11-16T07:31:50.534Z,5
bir yıl önce,2024-11-15T16:37:23.717Z,5
bir yıl önce,2024-11-15T04:33:23.973Z,5
bir yıl önce,2024-11-14T13:58:18.625Z,5
bir yıl önce,2024-11-13T19:00:54.147Z,4
bir yıl önce,2024-11-13T12:47:07.338Z,3
bir yıl önce,2024-11-11T09:33:04.968Z,5
bir yıl önce,2024-11-10T11:22:26.271Z,5
bir yıl önce,2024-11-05T11:58:31.397Z,5
bir yıl önce,2024-10-30T19:10:07.722Z,5
bir yıl önce,2024-10-30T18:20:05.030Z,5
bir yıl önce düzenlendi,2024-10-28T18:39:44.344Z,5
bir yıl önce,2024-10-28T14:49:24.431Z,5
bir yıl önce,2024-10-22T14:33:10.604Z,5
bir yıl önce düzenlendi,2024-10-15T11:26:06.467Z,5
bir yıl önce,2024-10-13T12:16:59.549Z,5
bir yıl önce,2024-10-13T07:30:59.327Z,5
bir yıl önce,2024-10-11T09:02:54.100Z,5
bir yıl önce,2024-10-09T11:35:16.158Z,5
bir yıl önce,2024-10-06T03:21:37.561Z,5
bir yıl önce,2024-10-05T14:02:08.201Z,5
bir yıl önce,2024-10-04T09:08:47.818Z,5
bir yıl önce,2024-10-03T23:04:54.478Z,5
bir yıl önce,2024-09-29T19:16:23.219Z,5
bir yıl önce,2024-09-28T21:51:00.579Z,5
bir yıl önce,2024-09-28T15:29:59.793Z,5
bir yıl önce,2024-09-27T06:32:55.877Z,5
bir yıl önce,2024-09-26T18:34:42.692Z,4
bir yıl önce,2024-09-25T21:07:46.723Z,5
bir yıl önce,2024-09-25T13:06:38.639Z,5
bir yıl önce,2024-09-22T14:27:58.236Z,5
bir yıl önce,2024-09-17T21:56:15.608Z,5
bir yıl önce,2024-09-17T17:11:42.950Z,5
bir yıl önce,2024-09-17T06:19:32.016Z,4
bir yıl önce,2024-09-16T17:31:40.227Z,5
bir yıl önce,2024-09-13T22:03:14.972Z,5
bir yıl önce,2024-09-13T17:54:00.996Z,5
bir yıl önce,2024-09-13T14:23:19.637Z,5
bir yıl önce,2024-09-13T10:09:45.682Z,5
bir yıl önce,2024-09-10T13:03:32.427Z,5
bir yıl önce,2024-09-10T10:39:34.706Z,5
bir yıl önce,2024-09-09T20:06:43.359Z,5
bir yıl önce,2024-09-08T06:31:12.052Z,5
bir yıl önce,2024-09-06T11:31:48.920Z,5
bir yıl önce,2024-09-04T05:08:27.629Z,5
bir yıl önce,2024-09-03T19:48:52.295Z,5
bir yıl önce,2024-09-02T09:07:07.308Z,5
bir yıl önce,2024-09-01T11:17:01.036Z,5
bir yıl önce,2024-09-01T08:54:19.139Z,5
bir yıl önce,2024-09-01T06:13:33.662Z,5
bir yıl önce,2024-08-31T12:52:16.176Z,5
bir yıl önce,2024-08-31T11:35:06.872Z,5
bir yıl önce,2024-08-30T17:15:36.660Z,4
bir yıl önce,2024-08-30T15:16:38.514Z,5
bir yıl önce,2024-08-29T15:28:49.358Z,1
bir yıl önce,2024-08-29T12:44:12.486Z,5
bir yıl önce,2024-08-29T11:53:27.246Z,1
bir yıl önce,2024-08-28T19:30:18.448Z,5
bir yıl önce,2024-08-28T12:29:52.385Z,5
bir yıl önce,2024-08-28T08:32:41.635Z,5
bir yıl önce,2024-08-28T06:49:11.913Z,5
bir yıl önce,2024-08-27T16:35:53.001Z,5
bir yıl önce,2024-08-27T15:38:57.561Z,5
bir yıl önce,2024-08-25T21:34:21.371Z,5
bir yıl önce,2024-08-25T13:08:58.926Z,4
bir yıl önce,2024-08-25T11:08:37.357Z,5
bir yıl önce,2024-08-25T10:50:12.677Z,5
bir yıl önce,2024-08-24T18:24:14.106Z,5
