,Gölcük Tabiat Parkı - Bolu_temp,Gölcük Tabiat Parkı - Bolu_prcp,Gölcük Tabiat Parkı - Bolu_snow,Gölcük Tabiat Parkı - Bolu_rain,Gölcük Tabiat Parkı - Bolu_tmin,Gölcük Tabiat Parkı - Bolu_tmax,Gölcük Tabiat Parkı - Bolu_wspd,Gölcük Tabiat Parkı - Bolu_rhum
2025-01-15,0.93,1.21,1.21,0.0,-0.92,2.82,3.11,90.47
2025-01-16,0.23,5.69,5.69,0.0,-1.71,1.53,4.45,91.67
2025-01-17,-1.33,2.54,2.54,0.0,-4.53,2.5,3.94,81.46
2025-01-18,-1.64,0.0,0.0,0.0,-6.17,3.97,4.2,76.95
2025-01-19,0.66,0.01,0.01,0.0,-4.23,6.76,3.84,68.3
2025-01-20,-0.5,0.01,0.01,0.0,-4.79,4.3,3.34,73.41
2025-01-21,0.37,0.0,0.0,0.0,-6.87,8.88,2.95,68.08
2025-01-22,2.98,2.03,0.0,2.03,0.34,6.72,2.63,76.0
2025-01-23,1.17,6.9,6.9,0.0,-0.47,2.95,2.73,88.19
2025-01-24,2.56,7.37,0.0,7.37,-0.6,7.6,3.56,80.28
2025-01-25,1.21,3.45,3.45,0.0,-0.58,3.2,2.69,89.12
2025-01-26,2.25,2.79,0.0,2.79,-1.58,7.28,2.78,86.32
2025-01-27,0.84,0.0,0.0,0.0,-2.53,7.97,2.31,86.92
2025-01-28,1.84,0.0,0.0,0.0,-4.18,11.2,3.59,70.12
2025-01-29,2.76,0.0,0.0,0.0,-4.44,13.07,2.76,63.04
2025-01-30,2.68,0.0,0.0,0.0,-3.61,10.07,3.14,66.56
2025-01-31,3.2,0.0,0.0,0.0,-2.35,11.04,3.2,66.8
2025-02-01,2.3,0.02,0.0,0.02,-3.08,9.65,3.87,73.48
2025-02-02,2.01,0.04,0.0,0.04,-1.51,7.54,3.08,79.27
2025-02-03,0.82,0.28,0.28,0.0,-4.16,8.98,4.24,82.42
2025-02-04,-1.51,1.74,1.74,0.0,-3.35,0.85,6.72,76.33
2025-02-05,-4.42,1.08,1.08,0.0,-6.02,-2.89,4.26,78.35
2025-02-06,-5.25,6.36,6.36,0.0,-6.88,-2.14,4.98,82.25
2025-02-07,-4.59,1.17,1.17,0.0,-7.07,-2.4,3.85,84.1
2025-02-08,-3.58,1.33,1.33,0.0,-5.56,-1.38,3.72,82.44
2025-02-09,-3.41,0.15,0.15,0.0,-4.61,-1.95,3.93,77.8
2025-02-10,-4.01,1.77,1.77,0.0,-5.79,-1.38,3.9,81.47
2025-02-11,-4.13,1.41,1.41,0.0,-6.3,-0.49,4.93,74.87
2025-02-12,-3.81,0.32,0.32,0.0,-6.61,-0.16,3.51,79.19
2025-02-13,-3.23,1.24,1.24,0.0,-6.46,-0.49,3.95,82.75
2025-02-14,-1.61,0.25,0.25,0.0,-7.72,5.3,3.12,70.36
2025-02-15,2.46,0.77,0.0,0.77,-1.38,8.05,3.45,68.13
2025-02-16,2.51,1.37,0.0,1.37,-0.72,7.04,4.1,82.09
2025-02-17,0.62,2.58,2.58,0.0,-2.24,6.35,4.15,87.17
2025-02-18,-1.62,4.17,4.17,0.0,-2.56,-0.08,3.61,92.5
2025-02-19,-3.07,4.53,4.53,0.0,-5.52,0.6,6.85,85.07
2025-02-20,-7.47,3.76,3.76,0.0,-10.73,-5.11,6.6,76.56
2025-02-21,-9.01,2.08,2.08,0.0,-12.73,-5.24,5.51,78.41
2025-02-22,-9.31,6.75,6.75,0.0,-12.35,-5.76,4.75,77.94
2025-02-23,-10.06,2.24,2.24,0.0,-14.37,-5.34,4.97,80.17
2025-02-24,-9.05,0.25,0.25,0.0,-15.02,-3.46,4.03,71.38
2025-02-25,-5.76,0.0,0.0,0.0,-14.0,1.72,4.94,66.52
2025-02-26,-1.31,0.0,0.0,0.0,-5.43,4.63,3.75,63.44
2025-02-27,0.63,0.0,0.0,0.0,-5.75,8.42,3.76,68.29
2025-02-28,2.48,0.53,0.0,0.53,-0.64,8.9,4.59,73.55
2025-03-01,0.6,0.0,0.0,0.0,-3.7,7.32,4.29,75.88
2025-03-02,0.77,0.09,0.09,0.0,-5.83,9.14,4.18,75.75
2025-03-03,-0.46,0.72,0.72,0.0,-2.92,2.92,7.34,72.71
2025-03-04,-1.25,0.02,0.02,0.0,-5.38,4.21,5.99,64.19
2025-03-05,0.23,0.0,0.0,0.0,-7.49,10.47,3.82,67.31
2025-03-06,2.34,0.0,0.0,0.0,-6.31,14.22,3.44,58.76
2025-03-07,3.47,0.0,0.0,0.0,-5.72,15.11,3.34,54.06
2025-03-08,4.67,0.0,0.0,0.0,-3.47,15.13,3.49,60.02
2025-03-09,4.95,0.0,0.0,0.0,-2.72,16.13,4.55,63.07
2025-03-10,6.14,0.0,0.0,0.0,-2.8,16.67,3.53,57.95
2025-03-11,8.15,0.0,0.0,0.0,-1.64,18.46,4.02,50.26
2025-03-12,10.63,0.0,0.0,0.0,1.85,21.13,3.03,40.54
2025-03-13,12.31,0.0,0.0,0.0,3.31,19.21,2.6,38.23
2025-03-14,14.02,0.0,0.0,0.0,6.26,22.12,2.19,38.06
2025-03-15,12.62,0.0,0.0,0.0,3.33,23.17,2.32,43.18
2025-03-16,13.8,0.08,0.0,0.08,4.62,22.82,2.37,38.94
2025-03-17,11.3,0.0,0.0,0.0,4.99,19.27,4.31,49.32
2025-03-18,1.6,3.64,3.64,0.0,-3.23,5.41,5.04,73.06
2025-03-19,-3.42,1.1,1.1,0.0,-5.35,-1.06,5.53,71.89
2025-03-20,-3.76,0.25,0.25,0.0,-6.13,-1.68,5.02,79.5
2025-03-21,-1.26,0.42,0.42,0.0,-4.47,2.43,5.98,64.27
2025-03-22,0.51,0.0,0.0,0.0,-5.36,8.67,4.24,66.19
2025-03-23,4.22,0.0,0.0,0.0,-5.9,13.29,3.49,56.93
2025-03-24,8.74,0.0,0.0,0.0,4.31,13.24,3.56,56.19
2025-03-25,11.38,0.0,0.0,0.0,6.27,17.69,3.92,50.84
2025-03-26,10.37,0.0,0.0,0.0,5.14,17.25,2.96,48.72
2025-03-27,12.54,0.0,0.0,0.0,4.67,20.56,3.54,48.02
2025-03-28,14.95,0.02,0.0,0.02,7.81,22.21,4.77,45.24
2025-03-29,9.0,2.56,0.0,2.56,5.72,13.98,6.12,71.43
2025-03-30,6.38,4.86,0.0,4.86,3.19,12.01,4.77,81.61
2025-03-31,7.81,1.06,0.0,1.06,3.63,13.78,4.82,73.67
2025-04-01,9.83,0.6,0.0,0.6,4.8,15.35,6.88,58.27
2025-04-02,6.92,0.42,0.0,0.42,4.06,11.47,4.2,74.7
2025-04-03,4.75,5.1,0.0,5.1,1.67,7.36,6.32,82.58
2025-04-04,4.67,0.19,0.0,0.19,0.33,9.93,4.23,78.61
2025-04-05,6.12,0.12,0.0,0.12,1.87,12.13,4.89,71.04
2025-04-06,5.99,0.1,0.0,0.1,1.26,12.5,5.85,69.71
2025-04-07,4.78,0.89,0.0,0.89,-2.28,13.3,8.91,72.25
2025-04-08,-0.31,3.69,3.69,0.0,-2.21,1.31,4.6,81.91
2025-04-09,-1.48,2.44,2.44,0.0,-3.48,0.32,4.95,81.85
2025-04-10,0.68,1.28,1.28,0.0,-6.2,6.0,6.06,58.65
2025-04-11,-4.82,6.2,6.2,0.0,-7.6,-1.99,8.74,82.64
2025-04-12,-3.31,10.56,10.56,0.0,-5.91,-0.82,6.61,83.33
2025-04-13,-0.6,5.03,5.03,0.0,-5.15,3.68,5.49,72.81
2025-04-14,1.38,0.01,0.01,0.0,-4.68,8.8,4.1,65.16
2025-04-15,4.29,0.0,0.0,0.0,-4.18,12.94,4.92,62.73
2025-04-16,7.57,0.0,0.0,0.0,-2.82,17.57,4.63,57.36
2025-04-17,9.7,0.0,0.0,0.0,0.34,19.98,3.94,59.31
2025-04-18,11.13,0.0,0.0,0.0,2.03,21.45,4.11,57.28
2025-04-19,9.47,0.56,0.0,0.56,4.13,16.71,5.0,65.05
2025-04-20,8.48,0.01,0.0,0.01,2.72,15.55,6.14,72.47
2025-04-21,9.92,0.0,0.0,0.0,1.49,18.68,4.87,62.74
2025-04-22,10.89,0.1,0.0,0.1,3.53,19.53,4.43,61.49
2025-04-23,10.7,4.69,0.0,4.69,4.83,18.6,4.71,64.82
2025-04-24,6.9,1.93,0.0,1.93,2.32,16.08,3.94,79.36
2025-04-25,6.25,18.25,0.0,18.25,2.06,12.17,6.77,78.25
2025-04-26,8.08,0.0,0.0,0.0,0.51,16.73,4.83,67.88
2025-04-27,6.55,8.8,0.0,8.8,2.36,13.32,4.89,80.62
2025-04-28,5.27,0.0,0.0,0.0,2.84,9.64,6.63,79.57
2025-04-29,5.13,0.0,0.0,0.0,0.67,11.21,7.06,70.62
2025-04-30,5.96,0.0,0.0,0.0,1.73,12.14,5.68,72.83
2025-05-01,6.07,3.04,0.0,3.04,2.08,12.24,4.3,86.46
2025-05-02,5.34,2.38,0.0,2.38,4.01,7.24,3.72,89.33
2025-05-03,7.65,0.85,0.0,0.85,2.65,14.02,4.9,72.08
2025-05-04,8.64,0.0,0.0,0.0,0.18,17.74,4.67,54.21
2025-05-05,10.96,0.0,0.0,0.0,0.03,20.08,4.37,47.09
2025-05-06,13.72,0.1,0.0,0.1,5.46,20.72,4.19,54.21
2025-05-07,13.86,2.83,0.0,2.83,7.73,22.01,4.04,64.8
2025-05-08,14.2,0.1,0.0,0.1,6.63,23.25,3.76,64.95
2025-05-09,14.68,0.11,0.0,0.11,7.48,22.26,5.05,61.77
2025-05-10,10.95,9.53,0.0,9.53,6.97,19.71,5.53,77.25
2025-05-11,7.77,13.0,0.0,13.0,5.03,13.06,4.88,86.22
2025-05-12,8.69,0.0,0.0,0.0,2.36,13.91,5.38,70.61
2025-05-13,5.46,0.03,0.0,0.03,0.44,10.45,6.31,69.71
2025-05-14,4.59,0.97,0.0,0.97,-0.4,9.87,5.13,68.37
2025-05-15,7.1,0.0,0.0,0.0,-2.57,16.3,4.48,56.58
2025-05-16,11.49,0.31,0.0,0.31,1.96,19.49,4.22,57.22
2025-05-17,15.22,0.34,0.0,0.34,8.77,21.72,8.57,51.88
2025-05-18,9.31,5.56,0.0,5.56,3.0,14.65,6.68,74.95
2025-05-19,8.45,0.25,0.0,0.25,-0.15,18.33,3.83,56.62
2025-05-20,9.34,0.0,0.0,0.0,2.86,15.19,6.78,59.3
2025-05-21,11.55,0.0,0.0,0.0,1.21,20.15,4.84,56.53
2025-05-22,14.97,0.0,0.0,0.0,4.8,23.53,4.63,54.62
2025-05-23,16.64,1.27,0.0,1.27,8.35,25.33,4.98,57.63
2025-05-24,17.19,0.0,0.0,0.0,8.48,25.2,4.75,54.28
2025-05-25,18.33,0.55,0.0,0.55,9.31,28.85,5.24,57.15
2025-05-26,13.94,12.06,0.0,12.06,7.8,20.65,6.39,75.83
2025-05-27,10.94,16.01,0.0,16.01,7.23,15.33,7.18,66.4
2025-05-28,12.3,0.0,0.0,0.0,5.39,19.52,5.7,61.26
2025-05-29,10.75,4.87,0.0,4.87,6.08,17.01,5.15,73.15
2025-05-30,11.34,0.52,0.0,0.52,7.7,16.92,4.04,73.85
2025-05-31,11.15,5.05,0.0,5.05,7.56,15.66,4.18,76.64
2025-06-01,11.02,7.58,0.0,7.58,6.71,15.79,4.57,83.39
2025-06-02,12.08,0.04,0.0,0.04,6.02,18.62,4.6,74.85
2025-06-03,14.07,0.01,0.0,0.01,6.37,21.62,4.94,65.7
2025-06-04,15.57,0.0,0.0,0.0,6.6,23.49,4.74,58.12
2025-06-05,16.92,0.0,0.0,0.0,7.65,25.54,4.81,54.11
2025-06-06,17.14,0.0,0.0,0.0,8.89,25.64,5.28,59.87
2025-06-07,17.37,0.0,0.0,0.0,9.32,25.12,4.28,64.18
2025-06-08,15.53,0.0,0.0,0.0,9.47,24.34,4.56,68.62
2025-06-09,17.18,0.0,0.0,0.0,10.4,26.35,4.71,67.15
2025-06-10,17.2,0.0,0.0,0.0,10.58,24.05,5.77,65.57
2025-06-11,18.55,0.0,0.0,0.0,12.62,25.13,5.64,72.02
2025-06-12,18.53,0.0,0.0,0.0,12.24,24.36,5.26,70.54
2025-06-13,15.34,0.0,0.0,0.0,9.25,22.45,6.5,65.92
2025-06-14,13.32,0.0,0.0,0.0,6.98,19.15,5.19,58.46
2025-06-15,12.11,0.18,0.0,0.18,6.17,17.58,5.32,62.26
2025-06-16,12.55,0.0,0.0,0.0,5.1,18.81,5.61,60.55
2025-06-17,14.24,0.0,0.0,0.0,5.19,21.05,4.68,54.37
2025-06-18,15.8,0.0,0.0,0.0,6.27,23.63,5.01,56.37
2025-06-19,16.51,0.0,0.0,0.0,8.23,24.49,5.34,59.74
2025-06-20,17.43,0.0,0.0,0.0,8.05,25.84,6.12,49.22
2025-06-21,14.26,0.01,0.0,0.01,7.68,19.04,6.33,52.48
2025-06-22,12.63,0.0,0.0,0.0,4.96,19.8,5.29,55.27
2025-06-23,14.55,0.0,0.0,0.0,4.41,23.03,5.18,52.47
2025-06-24,16.64,0.0,0.0,0.0,5.79,26.31,5.22,43.58
2025-06-25,18.46,0.0,0.0,0.0,7.37,28.88,4.46,39.48
2025-06-26,19.63,0.0,0.0,0.0,8.98,29.05,4.73,38.11
2025-06-27,19.22,0.0,0.0,0.0,10.46,28.04,5.23,36.72
2025-06-28,17.15,0.0,0.0,0.0,7.08,25.29,6.09,37.71
2025-06-29,12.69,3.3,0.0,3.3,8.16,16.61,5.0,65.36
2025-06-30,14.07,1.27,0.0,1.27,5.93,20.15,4.22,65.62
2025-07-01,15.88,4.28,0.0,4.28,9.0,22.82,4.02,71.61
2025-07-02,14.63,4.31,0.0,4.31,8.41,20.22,5.63,55.43
2025-07-03,14.49,0.1,0.0,0.1,6.56,21.29,6.03,58.09
2025-07-04,14.72,0.0,0.0,0.0,6.42,21.61,5.55,56.77
2025-07-05,16.94,0.0,0.0,0.0,7.19,25.42,4.94,54.48
2025-07-06,18.53,0.0,0.0,0.0,9.84,28.57,4.45,50.68
2025-07-07,19.97,0.0,0.0,0.0,11.62,30.07,4.47,46.04
2025-07-08,20.72,0.0,0.0,0.0,11.62,29.67,6.11,45.69
2025-07-09,21.43,0.0,0.0,0.0,9.74,31.63,5.26,41.5
2025-07-10,18.8,0.04,0.0,0.04,12.55,23.9,6.85,62.7
2025-07-11,18.26,0.0,0.0,0.0,14.63,22.64,6.08,70.69
2025-07-12,18.26,0.16,0.0,0.16,13.02,24.02,5.51,69.69
2025-07-13,19.83,0.0,0.0,0.0,13.8,26.36,5.44,59.54
2025-07-14,19.98,0.0,0.0,0.0,12.12,27.25,6.01,57.05
2025-07-15,20.07,0.01,0.0,0.01,12.85,27.89,6.84,57.33
2025-07-16,20.05,0.12,0.0,0.12,13.97,27.49,5.87,57.89
2025-07-17,20.93,0.0,0.0,0.0,12.17,29.08,5.26,54.95
2025-07-18,18.72,0.46,0.0,0.46,14.66,25.1,4.45,71.11
2025-07-19,19.73,5.17,0.0,5.17,14.12,26.44,6.4,67.14
2025-07-20,18.88,0.0,0.0,0.0,12.02,26.65,6.41,53.75
2025-07-21,18.37,0.0,0.0,0.0,9.26,27.1,5.64,47.68
2025-07-22,20.05,0.0,0.0,0.0,8.68,30.55,4.99,40.41
2025-07-23,22.07,0.0,0.0,0.0,10.63,32.34,4.94,36.6
2025-07-24,22.56,0.0,0.0,0.0,13.12,32.43,5.06,41.64
2025-07-25,21.17,0.0,0.0,0.0,12.97,30.26,5.08,47.12
2025-07-26,21.37,0.0,0.0,0.0,11.03,30.84,5.55,43.78
2025-07-27,24.86,0.0,0.0,0.0,11.72,34.95,3.7,42.81
2025-07-28,23.95,0.0,0.0,0.0,14.37,33.0,5.11,43.76
2025-07-29,25.12,0.0,0.0,0.0,17.44,32.08,6.62,48.52
2025-07-30,22.6,0.01,0.0,0.01,15.16,30.26,6.65,58.72
2025-07-31,20.51,0.07,0.0,0.07,16.91,24.33,7.12,66.8
2025-08-01,18.64,3.08,0.0,3.08,16.0,23.62,5.89,72.97
2025-08-02,19.54,9.07,0.0,9.07,15.98,25.28,5.57,75.16
2025-08-03,18.33,4.47,0.0,4.47,14.01,23.63,5.02,78.32
2025-08-04,19.8,0.0,0.0,0.0,12.35,27.84,4.61,65.3
2025-08-05,21.02,0.0,0.0,0.0,14.33,28.81,4.93,63.66
2025-08-06,23.04,0.0,0.0,0.0,15.71,32.18,4.64,57.57
2025-08-07,20.75,0.0,0.0,0.0,14.53,27.52,7.61,59.57
2025-08-08,20.55,1.09,0.0,1.09,14.89,28.04,5.69,61.77
2025-08-09,20.15,0.0,0.0,0.0,14.63,27.34,5.47,65.32
2025-08-10,20.17,0.0,0.0,0.0,12.38,29.03,6.11,53.56
2025-08-11,19.38,0.0,0.0,0.0,10.45,28.02,5.48,49.94
2025-08-12,18.24,0.0,0.0,0.0,9.29,27.03,5.78,54.5
2025-08-13,19.87,0.0,0.0,0.0,13.03,29.27,5.09,62.14
2025-08-14,20.46,0.0,0.0,0.0,12.17,30.21,4.74,60.51
2025-08-15,19.43,0.0,0.0,0.0,12.65,27.84,5.78,54.94
2025-08-16,17.18,0.0,0.0,0.0,9.5,26.08,6.34,54.6
2025-08-17,19.04,0.0,0.0,0.0,9.79,29.41,5.05,53.84
2025-08-18,18.45,0.0,0.0,0.0,12.02,24.68,5.51,60.02
2025-08-19,18.44,0.0,0.0,0.0,13.54,24.96,6.3,64.75
2025-08-20,16.52,0.02,0.0,0.02,12.07,22.44,6.45,67.22
2025-08-21,17.3,0.0,0.0,0.0,10.65,25.35,5.78,64.16
2025-08-22,19.88,0.0,0.0,0.0,9.82,31.1,4.31,46.29
2025-08-23,19.6,0.0,0.0,0.0,11.32,27.28,5.81,51.58
2025-08-24,18.05,0.82,0.0,0.82,13.15,22.24,5.83,64.45
2025-08-25,16.61,0.0,0.0,0.0,11.53,22.35,5.89,59.73
2025-08-26,15.5,0.0,0.0,0.0,8.17,23.32,5.91,61.37
2025-08-27,17.07,0.0,0.0,0.0,8.44,25.54,5.21,61.4
2025-08-28,18.06,0.0,0.0,0.0,10.2,26.05,4.49,62.53
2025-08-29,17.62,0.0,0.0,0.0,8.6,27.24,4.35,60.57
2025-08-30,19.07,0.0,0.0,0.0,10.08,29.04,5.86,61.08
2025-08-31,20.79,0.0,0.0,0.0,11.15,30.31,3.88,51.22
2025-09-01,19.35,0.0,0.0,0.0,13.15,26.29,5.94,52.59
2025-09-02,17.69,0.0,0.0,0.0,9.88,25.42,4.25,58.57
2025-09-03,16.48,0.04,0.0,0.04,8.98,22.66,5.16,65.27
2025-09-04,17.43,0.0,0.0,0.0,9.16,26.24,5.21,64.24
2025-09-05,18.53,0.0,0.0,0.0,10.93,26.58,4.6,64.92
2025-09-06,15.49,5.35,0.0,5.35,12.59,20.52,5.34,79.9
2025-09-07,14.63,5.45,0.0,5.45,12.02,18.48,5.23,76.09
2025-09-08,14.61,0.96,0.0,0.96,10.54,18.43,4.16,70.1
2025-09-09,15.4,0.02,0.0,0.02,7.36,21.2,4.18,66.51
2025-09-10,14.52,0.0,0.0,0.0,6.36,22.78,5.02,62.58
2025-09-11,15.44,0.06,0.0,0.06,7.25,22.62,5.19,63.48
2025-09-12,16.49,0.02,0.0,0.02,10.08,26.0,5.11,68.43
2025-09-13,16.07,1.04,0.0,1.04,10.66,22.74,4.17,69.0
2025-09-14,15.94,0.0,0.0,0.0,11.08,23.75,4.94,69.75
2025-09-15,14.21,0.0,0.0,0.0,9.53,20.4,4.24,75.09
2025-09-16,14.89,0.02,0.0,0.02,8.52,21.62,5.64,62.15
2025-09-17,13.86,0.0,0.0,0.0,5.35,24.94,5.17,60.09
2025-09-18,10.31,16.93,0.0,16.93,7.39,12.73,5.5,79.1
2025-09-19,10.14,3.19,0.0,3.19,7.15,15.38,5.46,75.88
2025-09-20,10.82,0.0,0.0,0.0,5.12,18.11,4.99,66.16
2025-09-21,11.49,0.0,0.0,0.0,4.05,20.48,4.53,70.15
2025-09-22,13.31,0.0,0.0,0.0,5.65,23.84,3.51,65.6
2025-09-23,14.05,0.0,0.0,0.0,4.65,25.27,2.88,60.72
2025-09-24,14.49,0.0,0.0,0.0,5.54,23.36,3.63,67.98
2025-09-25,15.21,0.02,0.0,0.02,10.31,20.29,4.62,70.31
2025-09-26,12.58,0.01,0.0,0.01,7.81,18.64,6.11,69.84
2025-09-27,10.5,0.0,0.0,0.0,8.54,14.11,5.63,74.04
2025-09-28,10.61,0.0,0.0,0.0,7.8,15.3,4.21,70.34
2025-09-29,9.48,10.01,0.0,10.01,8.42,11.02,3.54,85.54
2025-09-30,9.62,5.89,0.0,5.89,7.24,14.67,5.43,84.57
2025-10-01,8.57,0.23,0.0,0.23,3.42,14.8,4.76,75.23
2025-10-02,10.8,0.0,0.0,0.0,3.41,19.18,4.53,63.45
2025-10-03,13.12,0.0,0.0,0.0,5.3,22.19,4.99,58.44
2025-10-04,12.36,1.27,0.0,1.27,8.75,18.32,4.89,70.17
2025-10-05,11.28,0.27,0.0,0.27,5.17,16.65,4.05,66.1
2025-10-06,11.26,0.0,0.0,0.0,3.87,20.44,3.44,62.96
2025-10-07,11.51,5.05,0.0,5.05,5.92,19.13,4.1,70.96
2025-10-08,9.9,8.02,0.0,8.02,6.5,13.99,3.81,81.66
2025-10-09,7.17,4.93,0.0,4.93,5.34,10.47,6.26,84.95
2025-10-10,8.15,1.1,0.0,1.1,4.33,13.31,5.35,75.05
2025-10-11,5.52,4.5,0.0,4.5,1.74,11.52,5.75,82.42
2025-10-12,5.21,4.38,0.0,4.38,2.99,8.49,5.28,83.86
2025-10-13,8.08,0.46,0.0,0.46,4.93,13.02,3.67,77.91
2025-10-14,8.81,0.05,0.0,0.05,4.85,13.96,3.05,73.55
2025-10-15,8.43,0.35,0.0,0.35,5.68,12.17,4.27,77.68
2025-10-16,8.32,0.01,0.0,0.01,5.48,13.04,3.66,78.37
2025-10-17,9.66,0.0,0.0,0.0,4.68,18.74,3.07,73.36
2025-10-18,9.33,0.21,0.0,0.21,2.61,16.74,3.07,76.84
2025-10-19,8.9,13.03,0.0,13.03,6.46,12.48,4.59,87.22
2025-10-20,6.69,2.28,0.0,2.28,1.47,12.2,5.1,73.72
2025-10-21,5.33,0.0,0.0,0.0,-0.02,14.05,3.68,76.97
2025-10-22,8.67,3.17,0.0,3.17,4.26,15.14,2.31,81.22
2025-10-23,9.25,3.39,0.0,3.39,6.84,11.73,2.43,92.05
2025-10-24,12.84,0.13,0.0,0.13,8.47,16.93,5.06,75.39
2025-10-25,9.8,13.37,0.0,13.37,7.84,11.47,3.99,90.45
2025-10-26,9.39,0.39,0.0,0.39,4.94,15.34,3.19,77.41
2025-10-27,12.58,0.37,0.0,0.37,5.59,20.0,6.12,63.32
2025-10-28,9.32,18.78,0.0,18.78,5.12,13.75,5.79,80.03
2025-10-29,5.97,3.82,0.0,3.82,0.37,11.49,3.95,74.95
2025-10-30,5.61,0.0,0.0,0.0,-2.14,17.0,2.5,65.32
2025-10-31,6.62,0.0,0.0,0.0,-0.66,16.72,1.97,66.0
2025-11-01,6.05,0.0,0.0,0.0,-0.79,16.66,2.05,68.82
2025-11-02,6.46,0.0,0.0,0.0,-1.2,16.16,1.89,66.1
2025-11-03,8.63,0.0,0.0,0.0,1.02,18.35,2.12,64.7
2025-11-04,9.47,0.0,0.0,0.0,3.54,18.82,1.7,65.65
2025-11-05,8.29,0.01,0.0,0.01,2.86,15.31,2.66,78.74
2025-11-06,10.02,0.0,0.0,0.0,5.17,16.95,2.71,71.04
2025-11-07,10.1,0.47,0.0,0.47,5.06,17.79,3.19,71.21
2025-11-08,8.82,0.0,0.0,0.0,4.02,16.71,2.9,75.89
2025-11-09,8.48,0.0,0.0,0.0,1.56,17.73,2.56,71.46
2025-11-10,7.55,0.0,0.0,0.0,1.78,13.56,2.19,74.77
2025-11-11,8.47,3.42,0.0,3.42,2.16,16.51,3.57,72.87
2025-11-12,6.7,5.86,0.0,5.86,5.21,9.09,5.69,89.72
2025-11-13,5.65,1.04,0.0,1.04,2.66,9.19,3.45,84.19
2025-11-14,3.27,1.13,0.0,1.13,0.39,6.92,4.42,83.48
2025-11-15,2.08,0.0,0.0,0.0,-2.0,7.86,3.05,77.98
2025-11-16,2.43,0.0,0.0,0.0,-3.66,11.59,2.73,72.39
2025-11-17,5.93,0.0,0.0,0.0,-2.59,15.85,4.23,59.31
2025-11-18,7.65,0.0,0.0,0.0,0.77,14.94,3.64,52.82
2025-11-19,7.12,0.0,0.0,0.0,2.2,14.44,1.84,62.41
2025-11-20,6.46,0.0,0.0,0.0,1.51,13.66,2.07,66.63
2025-11-21,7.47,0.0,0.0,0.0,0.85,17.22,3.61,60.66
2025-11-22,10.05,0.0,0.0,0.0,2.7,18.61,3.66,51.65
2025-11-23,10.55,0.27,0.0,0.27,3.72,18.04,3.63,53.71
2025-11-24,6.08,11.08,0.0,11.08,1.58,9.26,4.43,79.47
2025-11-25,4.7,0.0,0.0,0.0,1.79,10.82,3.36,82.55
2025-11-26,5.53,0.0,0.0,0.0,-0.14,13.78,3.96,68.43
2025-11-27,6.36,0.0,0.0,0.0,0.88,14.17,3.19,67.2
2025-11-28,6.01,0.0,0.0,0.0,-0.53,14.8,2.68,71.17
2025-11-29,7.16,1.31,0.0,1.31,0.22,13.0,3.98,65.35
2025-11-30,5.95,2.38,0.0,2.38,3.87,9.79,4.18,78.6
2025-12-01,3.56,1.54,0.0,1.54,0.62,6.28,3.73,81.82
2025-12-02,2.53,0.0,0.0,0.0,-0.74,5.92,2.38,82.78
2025-12-03,2.27,0.0,0.0,0.0,-1.89,9.61,2.53,74.62
2025-12-04,2.03,0.0,0.0,0.0,-2.94,8.9,1.74,75.28
2025-12-05,5.14,0.06,0.0,0.06,-2.43,11.02,3.28,67.78
2025-12-06,7.88,0.73,0.0,0.73,5.41,10.07,5.13,62.95
2025-12-07,6.24,4.89,0.0,4.89,3.4,9.33,3.62,73.49
2025-12-08,3.82,8.73,0.0,8.73,2.43,5.39,6.66,86.94
2025-12-09,2.83,0.59,0.0,0.59,1.78,4.82,3.83,83.54
2025-12-10,2.84,0.5,0.0,0.5,1.37,4.97,2.98,81.87
2025-12-11,2.5,0.54,0.0,0.54,0.18,4.99,4.36,85.7
2025-12-12,2.15,0.26,0.0,0.26,-0.28,6.18,3.01,80.77
2025-12-13,3.05,1.05,0.0,1.05,1.28,5.84,4.6,83.69
2025-12-14,1.64,0.42,0.42,0.0,-0.13,3.59,3.41,82.57
2025-12-15,0.58,1.89,1.89,0.0,-1.16,2.58,4.69,83.44
2025-12-16,0.47,0.21,0.21,0.0,-2.09,4.18,3.58,78.69
2025-12-17,-0.65,0.0,0.0,0.0,-3.34,4.29,2.76,81.57
2025-12-18,-0.91,0.0,0.0,0.0,-6.04,6.38,2.1,75.7
2025-12-19,-0.88,0.0,0.0,0.0,-5.24,6.87,1.72,70.51
2025-12-20,0.19,0.0,0.0,0.0,-5.82,7.65,2.2,74.41
2025-12-21,0.61,0.07,0.07,0.0,-3.04,3.86,2.08,76.49
2025-12-22,1.07,3.85,3.85,0.0,-0.47,2.24,2.25,92.04
2025-12-23,2.51,0.49,0.0,0.49,1.19,4.21,1.83,91.05
2025-12-24,2.6,0.0,0.0,0.0,-0.26,6.4,2.9,81.43
2025-12-25,1.47,0.0,0.0,0.0,-1.2,3.85,2.42,81.14
2025-12-26,0.37,5.57,5.57,0.0,-2.45,2.74,6.33,86.41
2025-12-27,-3.8,13.25,13.25,0.0,-4.67,-2.01,7.44,90.22
2025-12-28,-4.01,12.77,12.77,0.0,-5.22,-1.26,8.5,86.99
2025-12-29,-5.16,19.69,19.69,0.0,-8.08,-3.88,5.9,92.01
