,Gölcük Tabiat Parkı - Bolu_temp,Gölcük Tabiat Parkı - Bolu_prcp,Gölcük Tabiat Parkı - Bolu_snow,Gölcük Tabiat Parkı - Bolu_rain,Gölcük Tabiat Parkı - Bolu_tmin,Gölcük Tabiat Parkı - Bolu_tmax,Gölcük Tabiat Parkı - Bolu_wspd,Gölcük Tabiat Parkı - Bolu_rhum
2021-12-31,0.16,0.04,0.04,0.0,-3.99,4.44,1.85,90.59
2022-01-01,1.32,1.91,1.91,0.0,-2.06,3.65,1.94,99.01
2022-01-02,1.3,3.3,3.3,0.0,-2.02,2.48,4.66,89.83
2022-01-03,0.47,1.63,1.63,0.0,-6.89,5.98,2.54,75.63
2022-01-04,2.18,0.0,0.0,0.0,-2.63,6.99,3.4,77.41
2022-01-05,3.14,0.0,0.0,0.0,-5.93,10.72,2.49,77.71
2022-01-06,5.76,0.0,0.0,0.0,-2.05,11.76,2.74,71.01
2022-01-07,3.46,0.38,0.0,0.38,-0.81,7.72,1.64,87.36
2022-01-08,3.74,0.0,0.0,0.0,0.14,8.03,1.84,88.37
2022-01-09,5.32,0.09,0.0,0.09,2.44,8.72,3.22,69.42
2022-01-10,4.09,0.52,0.0,0.52,-0.03,6.75,3.52,70.05
2022-01-11,2.57,0.08,0.0,0.08,-0.95,5.22,2.32,85.8
2022-01-12,-1.04,1.15,1.15,0.0,-4.33,1.85,6.42,96.34
2022-01-13,-5.86,2.79,2.79,0.0,-7.35,-4.43,6.54,80.23
2022-01-14,-4.92,0.25,0.25,0.0,-9.57,-1.07,2.73,71.38
2022-01-15,-4.36,0.04,0.04,0.0,-6.98,-1.43,5.61,82.62
2022-01-16,-4.42,18.56,18.56,0.0,-6.89,-1.96,4.67,90.91
2022-01-17,-5.67,1.39,1.39,0.0,-13.97,-0.62,3.18,77.74
2022-01-18,-5.32,6.37,6.37,0.0,-7.67,-3.18,5.97,87.92
2022-01-19,-7.12,30.44,30.44,0.0,-8.8,-5.09,6.61,94.43
2022-01-20,-5.13,6.78,6.78,0.0,-10.53,-0.98,4.08,72.59
2022-01-21,-3.7,0.04,0.04,0.0,-15.55,1.38,3.85,78.22
2022-01-22,-5.74,4.23,4.23,0.0,-7.3,-4.6,4.38,97.02
2022-01-23,-7.17,6.87,6.87,0.0,-8.96,-5.57,5.74,93.73
2022-01-24,-6.96,6.49,6.49,0.0,-10.05,-4.14,3.6,90.91
2022-01-25,-9.53,0.0,0.0,0.0,-12.99,-6.85,2.41,86.21
2022-01-26,-7.34,0.26,0.26,0.0,-10.47,-4.97,3.21,86.11
2022-01-27,-5.95,0.43,0.43,0.0,-9.87,-4.51,4.41,92.85
2022-01-28,-6.52,1.27,1.27,0.0,-11.63,-2.01,3.38,79.8
2022-01-29,-3.72,0.0,0.0,0.0,-7.05,-0.51,2.4,78.84
2022-01-30,-4.44,0.03,0.03,0.0,-12.33,0.63,3.45,84.72
2022-01-31,-2.79,1.91,1.91,0.0,-5.65,0.97,3.92,80.55
2022-02-01,-4.55,0.0,0.0,0.0,-11.04,1.4,2.91,76.33
2022-02-02,2.92,0.47,0.0,0.47,-0.12,5.09,5.38,66.83
2022-02-03,0.91,1.37,1.37,0.0,-3.07,4.45,5.65,78.35
2022-02-04,-4.58,7.11,7.11,0.0,-6.27,-2.72,4.74,83.72
2022-02-05,-6.36,0.25,0.25,0.0,-15.51,0.48,2.06,76.6
2022-02-06,-2.67,0.0,0.0,0.0,-9.7,1.45,2.46,86.33
2022-02-07,-0.08,0.0,0.0,0.0,-9.95,6.38,3.7,72.64
2022-02-08,1.98,1.1,1.1,0.0,-2.64,5.34,4.23,79.59
2022-02-09,-2.92,16.61,16.61,0.0,-4.15,-1.82,5.27,91.35
2022-02-10,-2.34,0.43,0.43,0.0,-4.6,0.43,3.82,78.82
2022-02-11,-0.46,0.0,0.0,0.0,-8.59,6.94,1.86,78.04
2022-02-12,1.63,0.0,0.0,0.0,-8.24,8.86,3.05,73.22
2022-02-13,0.12,0.0,0.0,0.0,-3.84,4.55,3.05,86.37
2022-02-14,-1.2,0.0,0.0,0.0,-2.83,0.48,3.11,92.2
2022-02-15,0.48,0.0,0.0,0.0,-4.25,4.48,2.41,80.13
2022-02-16,1.67,0.0,0.0,0.0,-7.25,7.9,2.07,70.37
2022-02-17,3.14,0.0,0.0,0.0,-6.35,9.02,2.53,60.12
2022-02-18,-0.33,4.7,4.7,0.0,-2.92,2.79,4.36,81.77
2022-02-19,1.75,1.69,1.69,0.0,-4.42,5.6,3.13,77.47
2022-02-20,4.12,0.0,0.0,0.0,-6.09,9.71,3.23,67.6
2022-02-21,6.54,0.01,0.0,0.01,-1.43,12.48,2.69,62.73
2022-02-22,4.67,0.1,0.0,0.1,-2.94,9.56,2.1,73.16
2022-02-23,6.03,0.05,0.0,0.05,0.39,10.72,2.72,79.25
2022-02-24,-1.47,4.13,4.13,0.0,-3.06,0.62,2.76,99.2
2022-02-25,-1.38,20.22,20.22,0.0,-3.21,-0.3,4.46,99.11
2022-02-26,0.29,3.15,3.15,0.0,-2.99,3.01,3.32,86.53
2022-02-27,4.43,0.0,0.0,0.0,-1.47,8.09,2.2,79.35
2022-02-28,1.4,2.53,2.53,0.0,-2.09,5.51,4.35,91.01
2022-03-01,-1.4,3.92,3.92,0.0,-3.91,0.97,6.06,80.11
2022-03-02,-2.04,0.48,0.48,0.0,-4.39,0.2,3.41,85.56
2022-03-03,-3.86,5.82,5.82,0.0,-5.48,-2.23,7.06,94.18
2022-03-04,-1.14,5.16,5.16,0.0,-5.38,1.23,4.47,77.01
2022-03-05,0.12,0.04,0.04,0.0,-5.32,2.97,2.92,74.56
2022-03-06,2.63,0.01,0.0,0.01,-3.75,5.31,2.25,78.65
2022-03-07,0.08,1.6,1.6,0.0,-2.57,2.26,3.59,94.66
2022-03-08,-0.45,3.45,3.45,0.0,-3.7,3.25,4.53,86.47
2022-03-09,-4.1,12.27,12.27,0.0,-5.36,-2.79,3.86,93.11
2022-03-10,-5.21,3.26,3.26,0.0,-7.33,-3.55,4.45,82.81
2022-03-11,-6.73,1.52,1.52,0.0,-9.61,-3.59,6.36,80.35
2022-03-12,-7.14,4.96,4.96,0.0,-12.7,-4.09,5.57,74.54
2022-03-13,-6.07,0.12,0.12,0.0,-14.59,-1.87,3.59,72.05
2022-03-14,-4.88,0.0,0.0,0.0,-12.91,-1.81,3.43,70.5
2022-03-15,-4.14,0.0,0.0,0.0,-7.97,-1.02,4.22,71.6
2022-03-16,-1.82,0.0,0.0,0.0,-10.84,4.73,2.85,68.69
2022-03-17,-1.72,0.16,0.16,0.0,-5.65,1.44,4.64,76.61
2022-03-18,-7.15,1.39,1.39,0.0,-9.66,-3.54,6.43,80.99
2022-03-19,-7.19,7.08,7.08,0.0,-11.34,-4.09,4.35,82.63
2022-03-20,-5.31,0.87,0.87,0.0,-8.81,-2.66,4.75,82.16
2022-03-21,-4.56,1.27,1.27,0.0,-10.78,-1.32,4.56,70.63
2022-03-22,-2.08,0.0,0.0,0.0,-7.37,2.73,4.22,70.28
2022-03-23,-0.86,0.02,0.02,0.0,-4.65,2.87,3.36,75.82
2022-03-24,-2.08,0.15,0.15,0.0,-4.13,0.12,5.35,81.01
2022-03-25,0.12,0.26,0.26,0.0,-8.67,6.24,5.27,67.7
2022-03-26,-2.21,0.72,0.72,0.0,-4.76,1.42,4.92,87.7
2022-03-27,2.45,0.85,0.0,0.85,-9.14,9.75,4.2,65.96
2022-03-28,6.09,0.0,0.0,0.0,-4.38,13.38,3.05,56.81
2022-03-29,6.09,0.01,0.0,0.01,-2.56,11.43,2.26,57.77
2022-03-30,8.85,0.13,0.0,0.13,1.23,13.61,3.38,51.07
2022-03-31,10.99,0.0,0.0,0.0,-0.5,15.11,3.43,45.92
2022-04-01,14.94,0.02,0.0,0.02,7.55,20.27,5.24,31.23
2022-04-02,14.56,0.01,0.0,0.01,7.85,19.0,8.14,24.29
2022-04-03,7.86,0.5,0.0,0.5,3.96,13.16,8.62,49.44
2022-04-04,5.62,0.0,0.0,0.0,-1.93,11.39,4.61,65.69
2022-04-05,4.27,2.92,0.0,2.92,0.9,7.29,2.47,84.64
2022-04-06,6.68,0.0,0.0,0.0,0.81,12.43,3.58,73.03
2022-04-07,8.54,0.31,0.0,0.31,-2.47,15.65,3.65,65.08
2022-04-08,6.82,12.6,0.0,12.6,4.02,10.03,5.91,82.56
2022-04-09,11.77,1.94,0.0,1.94,-1.43,18.61,3.43,58.32
2022-04-10,14.03,0.09,0.0,0.09,3.04,19.75,3.95,49.56
2022-04-11,2.68,0.55,0.0,0.55,-1.33,9.32,7.65,79.47
2022-04-12,0.48,0.01,0.01,0.0,-2.39,3.53,7.77,69.24
2022-04-13,0.6,0.0,0.0,0.0,-4.15,4.34,4.55,59.52
2022-04-14,4.11,0.0,0.0,0.0,-4.43,9.55,3.5,56.66
2022-04-15,7.79,0.0,0.0,0.0,-2.4,14.07,3.29,58.7
2022-04-16,10.62,0.0,0.0,0.0,-1.68,17.14,3.16,57.24
2022-04-17,7.21,1.73,0.0,1.73,1.3,10.04,2.56,73.46
2022-04-18,7.52,0.08,0.0,0.08,3.02,13.2,7.08,78.48
2022-04-19,3.53,1.64,0.0,1.64,0.49,6.0,5.45,88.52
2022-04-20,6.95,0.25,0.0,0.25,-3.24,11.18,4.43,61.48
2022-04-21,7.41,0.0,0.0,0.0,-2.07,10.99,5.21,66.87
2022-04-22,11.45,0.0,0.0,0.0,-0.84,16.42,2.28,64.79
2022-04-23,16.16,0.0,0.0,0.0,2.69,21.25,2.39,51.19
2022-04-24,15.2,0.25,0.0,0.25,3.04,20.7,3.34,55.2
2022-04-25,16.53,0.0,0.0,0.0,2.96,22.78,4.31,54.58
2022-04-26,14.13,0.0,0.0,0.0,4.01,20.39,3.39,55.57
2022-04-27,12.83,0.02,0.0,0.02,3.62,18.5,4.02,58.99
2022-04-28,13.18,0.0,0.0,0.0,3.67,20.05,3.75,65.38
2022-04-29,10.63,0.04,0.0,0.04,4.01,17.15,3.56,78.37
2022-04-30,6.96,0.41,0.0,0.41,5.85,8.09,2.33,95.07
2022-05-01,7.69,7.35,0.0,7.35,4.58,10.59,3.73,82.46
2022-05-02,9.3,0.01,0.0,0.01,1.4,15.87,2.82,74.96
2022-05-03,9.03,0.49,0.0,0.49,5.14,16.57,3.35,88.5
2022-05-04,6.77,7.16,0.0,7.16,3.49,9.08,6.28,82.97
2022-05-05,6.64,0.51,0.0,0.51,2.6,9.49,5.56,73.61
2022-05-06,5.18,0.25,0.0,0.25,1.79,6.49,5.79,77.96
2022-05-07,5.6,0.01,0.0,0.01,3.06,7.37,5.29,78.21
2022-05-08,9.01,0.0,0.0,0.0,-1.51,14.83,4.01,74.62
2022-05-09,10.11,0.0,0.0,0.0,-0.64,15.33,4.51,65.75
2022-05-10,9.82,0.01,0.0,0.01,-1.13,16.71,4.27,65.39
2022-05-11,10.1,1.69,0.0,1.69,0.28,16.35,3.87,64.86
2022-05-12,11.26,0.0,0.0,0.0,-0.09,17.19,3.07,56.08
2022-05-13,14.21,0.0,0.0,0.0,0.56,21.97,3.18,48.3
2022-05-14,15.32,0.0,0.0,0.0,5.08,20.62,3.89,47.06
2022-05-15,15.5,0.35,0.0,0.35,4.71,19.04,4.1,52.65
2022-05-16,12.22,10.21,0.0,10.21,3.59,17.9,2.61,72.71
2022-05-17,15.02,0.09,0.0,0.09,4.65,19.25,2.65,66.75
2022-05-18,15.52,0.0,0.0,0.0,4.21,20.19,6.5,63.66
2022-05-19,7.24,3.12,0.0,3.12,2.21,9.52,6.85,69.07
2022-05-20,11.0,0.0,0.0,0.0,-2.01,15.57,3.86,62.27
2022-05-21,16.5,0.0,0.0,0.0,1.2,22.03,3.25,54.73
2022-05-22,17.03,0.25,0.0,0.25,3.5,22.1,5.6,52.35
2022-05-23,12.24,1.09,0.0,1.09,7.16,16.31,6.05,71.11
2022-05-24,13.57,0.0,0.0,0.0,2.75,16.66,4.4,62.81
2022-05-25,16.08,0.0,0.0,0.0,5.38,19.94,4.05,59.46
2022-05-26,19.5,0.0,0.0,0.0,5.48,23.81,4.62,60.14
2022-05-27,17.95,0.0,0.0,0.0,8.77,22.0,4.08,63.88
2022-05-28,19.02,0.25,0.0,0.25,6.79,22.02,5.99,55.47
2022-05-29,21.97,0.08,0.0,0.08,7.52,28.16,4.81,51.71
2022-05-30,21.19,1.97,0.0,1.97,10.38,27.34,6.66,48.9
2022-05-31,17.82,0.01,0.0,0.01,8.75,22.79,4.65,62.24
2022-06-01,16.7,0.05,0.0,0.05,8.95,22.53,4.01,74.69
2022-06-02,17.45,0.0,0.0,0.0,11.32,23.62,3.75,77.47
2022-06-03,16.31,0.28,0.0,0.28,12.13,19.14,4.91,78.75
2022-06-04,17.24,1.28,0.0,1.28,11.05,21.53,4.42,78.59
2022-06-05,18.83,0.07,0.0,0.07,11.74,24.06,4.62,66.58
2022-06-06,16.98,0.12,0.0,0.12,8.34,22.68,5.27,68.3
2022-06-07,14.01,1.02,0.0,1.02,11.07,18.19,3.36,78.53
2022-06-08,14.99,2.01,0.0,2.01,10.79,19.77,3.95,81.24
2022-06-09,16.77,0.03,0.0,0.03,8.21,21.68,4.35,70.8
2022-06-10,18.82,1.35,0.0,1.35,9.71,24.34,4.38,61.66
2022-06-11,13.46,1.93,0.0,1.93,10.39,16.57,5.72,85.9
2022-06-12,14.0,39.4,0.0,39.4,10.03,18.81,3.61,87.87
2022-06-13,16.43,9.68,0.0,9.68,10.77,19.62,3.98,81.67
2022-06-14,18.14,1.32,0.0,1.32,8.99,22.07,3.99,69.23
2022-06-15,16.46,0.27,0.0,0.27,8.54,21.28,3.11,73.78
2022-06-16,16.49,2.12,0.0,2.12,10.86,19.83,4.27,73.61
2022-06-17,15.96,0.14,0.0,0.14,9.35,19.72,4.0,77.85
2022-06-18,17.29,0.02,0.0,0.02,11.68,20.98,4.63,75.6
2022-06-19,15.67,8.51,0.0,8.51,12.0,18.72,5.07,82.28
2022-06-20,20.0,1.76,0.0,1.76,10.29,25.3,4.18,75.42
2022-06-21,14.12,23.82,0.0,23.82,10.33,17.41,4.91,85.76
2022-06-22,17.89,12.8,0.0,12.8,8.56,20.74,5.85,71.63
2022-06-23,17.48,0.0,0.0,0.0,8.9,20.85,5.48,61.98
2022-06-24,12.52,2.25,0.0,2.25,8.06,16.03,5.65,76.7
2022-06-25,13.39,6.73,0.0,6.73,9.6,16.54,6.01,80.75
2022-06-26,11.42,3.87,0.0,3.87,9.03,12.69,4.67,90.38
2022-06-27,11.78,7.87,0.0,7.87,9.92,13.42,5.55,93.49
2022-06-28,13.31,37.09,0.0,37.09,10.31,16.63,4.44,90.96
2022-06-29,14.93,0.69,0.0,0.69,10.15,17.52,3.21,85.06
2022-06-30,15.35,2.27,0.0,2.27,9.53,19.83,3.33,86.19
2022-07-01,18.52,5.78,0.0,5.78,11.3,22.21,3.81,71.67
2022-07-02,17.96,0.0,0.0,0.0,8.87,23.08,4.59,64.92
2022-07-03,16.96,0.0,0.0,0.0,8.56,22.59,4.22,64.4
2022-07-04,16.93,0.0,0.0,0.0,6.5,23.35,3.99,63.77
2022-07-05,16.77,0.0,0.0,0.0,7.46,22.3,4.5,69.79
2022-07-06,18.19,0.0,0.0,0.0,8.43,23.89,4.05,70.94
2022-07-07,18.41,0.01,0.0,0.01,13.14,22.75,4.26,73.55
2022-07-08,18.46,0.17,0.0,0.17,12.83,23.05,4.24,73.06
2022-07-09,17.31,2.16,0.0,2.16,11.11,21.81,3.74,74.16
2022-07-10,13.88,11.56,0.0,11.56,11.11,17.21,5.71,83.1
2022-07-11,15.22,0.3,0.0,0.3,9.13,19.04,3.04,72.73
2022-07-12,16.1,0.0,0.0,0.0,9.97,20.23,4.15,74.72
2022-07-13,13.98,2.11,0.0,2.11,9.92,17.82,3.83,79.26
2022-07-14,16.23,0.25,0.0,0.25,8.03,21.05,4.88,64.66
2022-07-15,16.09,0.0,0.0,0.0,8.04,21.42,4.69,70.91
2022-07-16,15.89,0.0,0.0,0.0,10.31,21.76,5.06,64.82
2022-07-17,19.3,0.0,0.0,0.0,8.81,24.04,4.45,65.43
2022-07-18,16.9,0.01,0.0,0.01,9.29,20.22,7.24,62.21
2022-07-19,13.92,0.24,0.0,0.24,8.51,19.18,4.87,68.23
2022-07-20,17.69,0.0,0.0,0.0,10.33,21.04,4.92,65.32
2022-07-21,17.92,0.02,0.0,0.02,6.7,22.42,4.23,62.19
2022-07-22,18.22,0.0,0.0,0.0,7.02,22.09,4.31,61.81
2022-07-23,18.71,0.0,0.0,0.0,6.31,22.44,5.26,55.88
2022-07-24,19.2,0.0,0.0,0.0,6.7,23.78,4.33,58.06
2022-07-25,19.64,0.0,0.0,0.0,6.62,24.22,3.68,62.83
2022-07-26,19.73,0.0,0.0,0.0,9.59,23.89,4.16,66.93
2022-07-27,20.46,0.0,0.0,0.0,9.11,25.11,3.93,62.88
2022-07-28,21.9,0.0,0.0,0.0,8.82,27.46,4.18,58.82
2022-07-29,21.61,0.0,0.0,0.0,10.34,25.93,4.52,65.42
2022-07-30,18.51,0.0,0.0,0.0,12.95,25.13,4.27,72.48
2022-07-31,21.09,0.85,0.0,0.85,13.74,24.23,4.93,72.7
2022-08-01,20.75,0.0,0.0,0.0,15.46,23.88,5.04,70.1
2022-08-02,20.22,0.0,0.0,0.0,11.56,24.02,4.66,63.84
2022-08-03,19.98,0.0,0.0,0.0,11.77,24.14,4.69,68.38
2022-08-04,19.49,0.01,0.0,0.01,13.16,23.11,4.64,74.17
2022-08-05,18.64,0.19,0.0,0.19,14.83,21.62,4.11,79.05
2022-08-06,19.92,0.12,0.0,0.12,14.78,23.5,4.35,75.67
2022-08-07,20.07,0.02,0.0,0.02,13.0,23.55,4.1,70.94
2022-08-08,21.08,0.0,0.0,0.0,12.78,25.52,4.66,70.93
2022-08-09,18.23,2.96,0.0,2.96,14.36,23.17,3.89,73.94
2022-08-10,16.87,4.27,0.0,4.27,13.59,23.41,3.86,77.45
2022-08-11,18.31,7.75,0.0,7.75,10.79,21.04,5.17,73.43
2022-08-12,20.01,0.04,0.0,0.04,11.99,23.43,4.7,72.63
2022-08-13,19.13,14.37,0.0,14.37,12.47,24.59,4.77,79.35
2022-08-14,20.36,0.4,0.0,0.4,10.9,25.4,3.37,77.08
2022-08-15,17.5,7.93,0.0,7.93,12.42,22.46,4.46,81.32
2022-08-16,19.85,1.69,0.0,1.69,9.81,25.02,3.39,69.08
2022-08-17,21.21,0.0,0.0,0.0,10.4,25.62,3.98,65.34
2022-08-18,21.05,0.0,0.0,0.0,10.11,25.44,3.92,64.32
2022-08-19,19.5,0.21,0.0,0.21,10.78,23.05,4.64,69.66
2022-08-20,20.07,0.03,0.0,0.03,12.52,24.21,4.02,73.63
2022-08-21,21.02,0.0,0.0,0.0,12.71,26.08,3.72,74.59
2022-08-22,21.8,0.0,0.0,0.0,13.54,25.88,3.27,76.35
2022-08-23,24.11,1.27,0.0,1.27,13.08,29.08,3.25,62.93
2022-08-24,22.98,0.0,0.0,0.0,13.42,28.74,4.15,64.3
2022-08-25,19.3,9.02,0.0,9.02,14.31,23.61,4.24,78.29
2022-08-26,18.71,1.59,0.0,1.59,12.55,24.45,3.64,77.3
2022-08-27,19.84,0.29,0.0,0.29,10.77,24.48,3.71,76.21
2022-08-28,19.97,1.81,0.0,1.81,13.71,24.48,3.48,77.22
2022-08-29,18.42,0.0,0.0,0.0,12.54,25.65,2.73,74.96
2022-08-30,22.96,0.0,0.0,0.0,14.99,27.94,4.47,72.47
2022-08-31,20.5,0.06,0.0,0.06,15.44,24.39,3.95,78.6
2022-09-01,20.31,0.32,0.0,0.32,15.19,25.21,4.09,76.23
2022-09-02,20.57,0.0,0.0,0.0,12.92,25.27,3.34,76.12
2022-09-03,20.01,0.12,0.0,0.12,14.24,24.46,5.56,76.05
2022-09-04,16.68,0.66,0.0,0.66,13.3,19.66,4.87,78.39
2022-09-05,14.64,0.02,0.0,0.02,9.08,18.88,5.38,74.93
2022-09-06,14.42,0.27,0.0,0.27,6.81,19.26,4.45,70.53
2022-09-07,14.77,0.0,0.0,0.0,9.54,17.62,5.39,63.73
2022-09-08,14.76,0.0,0.0,0.0,4.85,20.47,3.63,64.91
2022-09-09,16.24,0.0,0.0,0.0,5.05,23.87,3.29,63.36
2022-09-10,18.16,0.0,0.0,0.0,6.88,25.63,2.98,58.37
2022-09-11,18.59,0.0,0.0,0.0,8.01,25.35,3.85,61.49
2022-09-12,13.82,3.1,0.0,3.1,9.2,19.33,4.69,77.59
2022-09-13,11.93,1.51,0.0,1.51,7.75,17.31,4.2,76.26
2022-09-14,12.63,0.02,0.0,0.02,5.56,18.88,3.03,67.24
2022-09-15,16.78,0.0,0.0,0.0,3.05,25.48,2.89,55.69
2022-09-16,20.4,0.0,0.0,0.0,7.39,28.84,3.31,50.46
2022-09-17,18.64,0.0,0.0,0.0,8.63,30.01,3.07,50.36
2022-09-18,20.35,0.48,0.0,0.48,8.05,27.48,5.22,57.21
2022-09-19,14.49,0.01,0.0,0.01,9.98,17.99,4.1,72.19
2022-09-20,11.2,0.03,0.0,0.03,6.96,17.4,4.94,70.64
2022-09-21,10.32,0.91,0.0,0.91,7.05,14.89,5.19,67.98
2022-09-22,6.65,5.01,0.0,5.01,4.08,9.14,6.2,85.63
2022-09-23,6.97,1.8,0.0,1.8,3.33,12.91,4.02,73.66
2022-09-24,7.6,0.25,0.0,0.25,3.21,13.17,4.45,67.67
2022-09-25,8.46,0.0,0.0,0.0,0.74,20.2,2.86,65.82
2022-09-26,10.85,0.0,0.0,0.0,1.34,23.93,2.43,55.69
2022-09-27,12.93,0.0,0.0,0.0,3.51,24.73,3.12,47.1
2022-09-28,13.98,4.12,0.0,4.12,10.87,20.27,4.11,69.35
2022-09-29,13.87,0.48,0.0,0.48,8.14,21.92,2.71,74.67
2022-09-30,14.47,0.0,0.0,0.0,6.08,23.8,2.38,65.03
2022-10-01,17.76,0.0,0.0,0.0,7.24,24.41,2.44,64.87
2022-10-02,12.23,8.7,0.0,8.7,9.5,21.21,4.77,82.39
2022-10-03,11.03,0.41,0.0,0.41,7.88,16.27,4.9,74.62
2022-10-04,8.16,0.86,0.0,0.86,5.83,12.1,4.03,84.92
2022-10-05,9.5,0.56,0.0,0.56,3.93,13.36,4.19,79.61
2022-10-06,10.64,0.06,0.0,0.06,5.27,14.4,4.35,80.33
2022-10-07,8.76,1.73,0.0,1.73,4.58,10.73,3.08,85.22
2022-10-08,7.91,4.02,0.0,4.02,6.64,9.88,3.33,94.69
2022-10-09,8.5,15.75,0.0,15.75,6.23,9.26,5.61,97.52
2022-10-10,9.44,2.15,0.0,2.15,3.78,13.86,2.85,85.33
2022-10-11,9.84,0.0,0.0,0.0,3.41,16.09,2.36,82.01
2022-10-12,9.28,0.0,0.0,0.0,4.12,13.9,2.0,87.74
2022-10-13,10.84,0.02,0.0,0.02,6.93,14.71,3.05,80.31
2022-10-14,11.16,0.14,0.0,0.14,4.76,16.26,2.55,80.2
2022-10-15,9.71,0.08,0.0,0.08,7.3,12.4,2.22,89.91
2022-10-16,8.0,7.49,0.0,7.49,6.89,9.01,2.59,96.97
2022-10-17,8.63,7.78,0.0,7.78,6.97,9.74,3.75,95.81
2022-10-18,9.97,0.68,0.0,0.68,6.86,12.75,4.27,88.27
2022-10-19,9.01,0.03,0.0,0.03,6.75,10.78,2.66,89.94
2022-10-20,9.16,2.34,0.0,2.34,5.21,12.6,4.32,80.58
2022-10-21,5.24,0.0,0.0,0.0,-0.13,9.14,4.11,68.97
2022-10-22,6.1,0.0,0.0,0.0,-3.61,13.11,2.29,68.0
2022-10-23,9.16,0.0,0.0,0.0,-2.5,16.69,2.83,62.54
2022-10-24,9.51,0.0,0.0,0.0,-1.02,14.98,1.86,71.42
2022-10-25,9.08,0.0,0.0,0.0,-0.86,16.76,1.7,76.98
2022-10-26,9.91,0.02,0.0,0.02,-1.59,16.12,3.27,76.92
2022-10-27,8.94,0.0,0.0,0.0,5.04,14.15,3.31,71.07
2022-10-28,5.5,0.0,0.0,0.0,-1.91,12.49,2.54,78.75
2022-10-29,4.94,0.0,0.0,0.0,-1.36,12.63,2.27,80.52
2022-10-30,4.96,0.0,0.0,0.0,-2.5,14.42,1.68,80.92
2022-10-31,5.25,0.0,0.0,0.0,-3.81,11.75,1.39,74.71
2022-11-01,5.98,0.02,0.0,0.02,-1.45,12.21,2.17,74.75
2022-11-02,6.12,0.0,0.0,0.0,-0.88,15.54,1.59,69.96
2022-11-03,6.79,0.0,0.0,0.0,-2.75,14.97,2.78,71.48
2022-11-04,6.26,0.0,0.0,0.0,0.17,14.29,2.03,80.34
2022-11-05,8.91,0.0,0.0,0.0,-1.36,18.64,1.96,63.84
2022-11-06,8.47,0.0,0.0,0.0,-1.67,16.88,1.45,59.42
2022-11-07,6.56,0.15,0.0,0.15,-1.03,11.96,3.47,73.49
2022-11-08,5.74,0.58,0.0,0.58,4.15,8.32,3.02,85.91
2022-11-09,5.56,0.0,0.0,0.0,1.05,11.04,2.73,75.99
2022-11-10,3.7,0.0,0.0,0.0,-3.87,11.12,1.92,69.46
2022-11-11,4.47,0.0,0.0,0.0,-6.01,12.01,2.11,72.67
2022-11-12,5.86,0.0,0.0,0.0,-2.48,12.33,1.54,71.62
2022-11-13,5.06,0.0,0.0,0.0,-5.15,12.25,1.8,78.26
2022-11-14,4.42,0.0,0.0,0.0,-0.01,9.52,2.05,78.16
2022-11-15,4.01,0.0,0.0,0.0,-1.03,9.62,1.69,77.9
2022-11-16,4.62,0.0,0.0,0.0,-5.15,11.76,2.28,73.4
2022-11-17,6.76,0.19,0.0,0.19,-3.57,10.74,4.12,65.79
2022-11-18,10.1,3.68,0.0,3.68,6.19,13.56,5.56,65.24
2022-11-19,12.08,1.12,0.0,1.12,8.01,15.21,5.06,61.39
2022-11-20,11.67,0.0,0.0,0.0,4.69,14.15,3.84,62.1
2022-11-21,12.65,0.02,0.0,0.02,8.07,15.41,5.15,50.95
2022-11-22,6.37,1.77,0.0,1.77,2.08,9.76,5.17,67.92
2022-11-23,8.3,0.5,0.0,0.5,-1.26,11.55,3.14,63.16
2022-11-24,5.5,1.43,0.0,1.43,3.98,7.15,2.95,84.54
2022-11-25,2.29,23.04,0.0,23.04,0.98,3.36,6.19,98.25
2022-11-26,0.98,5.78,5.78,0.0,-0.67,2.65,6.14,93.81
2022-11-27,1.82,0.44,0.44,0.0,-1.33,4.88,2.4,84.06
2022-11-28,1.08,0.0,0.0,0.0,-3.75,5.66,1.96,83.45
2022-11-29,3.26,0.0,0.0,0.0,-2.76,7.44,1.44,81.38
2022-11-30,3.84,0.0,0.0,0.0,-3.95,10.77,1.33,86.21
2022-12-01,4.68,0.0,0.0,0.0,-1.76,10.72,1.48,88.26
2022-12-02,4.16,3.95,0.0,3.95,0.17,10.27,1.85,89.82
2022-12-03,4.21,2.16,0.0,2.16,2.53,5.77,2.5,95.13
2022-12-04,3.39,0.0,0.0,0.0,1.6,6.33,2.44,90.58
2022-12-05,2.73,0.0,0.0,0.0,-0.31,6.74,2.02,90.24
2022-12-06,2.16,0.02,0.0,0.02,-0.62,5.92,1.81,84.87
2022-12-07,2.54,0.0,0.0,0.0,-2.97,7.82,1.51,81.4
2022-12-08,3.4,0.0,0.0,0.0,-4.75,10.51,1.85,78.22
2022-12-09,6.51,0.46,0.0,0.46,0.47,10.38,2.1,76.77
2022-12-10,7.55,0.42,0.0,0.42,2.13,10.65,2.43,69.34
2022-12-11,10.25,9.86,0.0,9.86,5.66,12.33,5.68,66.85
2022-12-12,9.02,0.31,0.0,0.31,6.56,11.3,4.99,66.1
2022-12-13,3.91,1.02,0.0,1.02,0.36,9.19,4.38,83.72
