time,Abant Gölü Tabiat Parkı - Bolu_temp,Abant Gölü Tabiat Parkı - Bolu_prcp,Abant Gölü Tabiat Parkı - Bolu_snow,Abant Gölü Tabiat Parkı - Bolu_rain,Abant Gölü Tabiat Parkı - Bolu_tmin,Abant Gölü Tabiat Parkı - Bolu_tmax,Abant Gölü Tabiat Parkı - Bolu_wspd,Abant Gölü Tabiat Parkı - Bolu_rhum
2024-11-13,4.99,0.3,0.0,0.3,0.94,11.2,3.42,84.54
2024-11-14,5.29,2.37,0.0,2.37,3.43,9.35,3.61,87.11
2024-11-15,4.6,13.5,0.0,13.5,3.15,6.69,3.82,93.88
2024-11-16,3.35,13.92,0.0,13.92,2.1,5.96,8.1,84.86
2024-11-17,1.86,0.4,0.4,0.0,-0.78,5.05,4.9,85.58
2024-11-18,3.27,0.62,0.0,0.62,0.25,6.32,3.19,87.88
2024-11-19,3.69,0.0,0.0,0.0,-0.55,8.86,3.01,84.29
2024-11-20,3.15,0.0,0.0,0.0,-2.6,10.72,4.71,75.47
2024-11-21,6.89,12.96,0.0,12.96,0.17,11.97,11.9,63.88
2024-11-22,6.07,8.52,0.0,8.52,-0.89,12.86,4.52,76.11
2024-11-23,2.27,4.1,0.0,4.1,-4.97,12.64,10.93,73.41
2024-11-24,-3.98,35.17,35.17,0.0,-6.33,0.78,6.05,88.7
2024-11-25,-4.06,9.36,9.36,0.0,-6.51,-1.61,3.94,89.58
2024-11-26,-2.79,4.43,4.43,0.0,-5.53,0.7,4.42,87.99
2024-11-27,-2.91,0.02,0.02,0.0,-6.1,-0.89,2.92,89.5
2024-11-28,-1.36,0.0,0.0,0.0,-3.91,1.02,2.17,91.57
2024-11-29,-0.46,0.0,0.0,0.0,-4.29,5.97,3.89,84.1
2024-11-30,-0.98,0.0,0.0,0.0,-5.51,6.75,3.64,82.45
2024-12-01,-2.02,0.0,0.0,0.0,-5.78,4.49,4.71,87.64
2024-12-02,-1.38,0.0,0.0,0.0,-6.46,5.22,3.21,86.7
2024-12-03,-0.14,0.53,0.53,0.0,-3.17,3.87,3.25,86.11
2024-12-04,0.91,2.44,2.44,0.0,-0.44,2.66,3.29,90.94
2024-12-05,0.74,0.83,0.83,0.0,-2.98,5.73,2.77,87.64
2024-12-06,0.15,0.0,0.0,0.0,-5.3,7.74,3.59,81.87
2024-12-07,2.38,0.93,0.0,0.93,-2.41,6.52,5.73,76.88
2024-12-08,5.45,1.72,0.0,1.72,2.24,8.58,4.86,73.91
2024-12-09,9.08,0.0,0.0,0.0,2.7,13.41,6.02,69.77
2024-12-10,8.69,0.12,0.0,0.12,3.55,14.35,5.29,72.27
2024-12-11,3.06,3.44,0.0,3.44,1.41,5.26,4.78,84.64
2024-12-12,-0.19,1.37,1.37,0.0,-2.25,2.01,5.36,88.39
2024-12-13,-2.03,3.94,3.94,0.0,-3.51,0.03,5.63,83.15
2024-12-14,-2.94,1.43,1.43,0.0,-5.7,2.15,4.71,73.68
2024-12-15,-2.46,2.35,2.35,0.0,-6.96,0.86,4.51,87.04
2024-12-16,-1.96,13.61,13.61,0.0,-4.51,0.17,5.76,90.05
2024-12-17,-1.48,0.19,0.19,0.0,-6.78,5.22,4.74,78.35
2024-12-18,-0.97,0.0,0.0,0.0,-4.82,6.68,3.61,80.45
2024-12-19,-1.99,0.0,0.0,0.0,-5.98,4.78,2.74,89.81
2024-12-20,0.41,0.0,0.0,0.0,-6.13,8.57,4.4,77.69
2024-12-21,3.32,5.15,0.0,5.15,-1.08,7.76,7.7,73.76
2024-12-22,-0.19,7.03,7.03,0.0,-2.12,1.52,6.39,88.64
2024-12-23,1.2,0.0,0.0,0.0,-3.37,8.05,4.69,74.77
2024-12-24,5.25,0.44,0.0,0.44,-1.16,9.13,7.63,68.38
2024-12-25,5.91,0.07,0.0,0.07,3.4,9.65,6.51,66.44
2024-12-26,3.55,1.27,0.0,1.27,1.13,6.63,5.6,77.59
2024-12-27,-0.6,15.9,15.9,0.0,-3.53,2.44,6.81,91.11
2024-12-28,-1.75,7.88,7.88,0.0,-3.78,0.28,4.9,87.93
2024-12-29,-0.47,4.34,4.34,0.0,-1.69,1.12,7.16,85.7
2024-12-30,-0.65,2.61,2.61,0.0,-1.49,0.76,6.11,80.35
2024-12-31,-1.57,1.45,1.45,0.0,-5.17,3.41,3.01,77.94
2025-01-01,-2.58,0.0,0.0,0.0,-8.37,5.51,2.6,81.34
2025-01-02,-0.52,0.0,0.0,0.0,-6.22,8.21,4.28,71.86
2025-01-03,1.21,0.0,0.0,0.0,-5.35,6.7,6.0,67.89
2025-01-04,1.82,1.76,1.76,0.0,-1.25,5.47,6.36,79.65
2025-01-05,-1.4,2.91,2.91,0.0,-4.32,1.76,5.1,88.87
2025-01-06,-1.67,0.07,0.07,0.0,-6.02,5.43,3.02,81.81
2025-01-07,1.28,0.0,0.0,0.0,-6.33,10.87,3.57,71.35
2025-01-08,3.04,0.0,0.0,0.0,-1.73,9.5,4.01,72.7
2025-01-09,1.66,0.0,0.0,0.0,-3.59,10.48,3.69,77.99
2025-01-10,1.22,0.0,0.0,0.0,-4.41,8.92,3.83,77.23
2025-01-11,1.6,1.07,1.07,0.0,-3.47,6.04,4.48,80.82
2025-01-12,2.86,2.94,0.0,2.94,0.44,5.21,4.68,88.18
2025-01-13,-0.53,12.13,12.13,0.0,-3.14,2.45,7.25,89.47
2025-01-14,-1.68,13.58,13.58,0.0,-3.21,0.33,7.1,87.69
2025-01-15,-0.31,2.85,2.85,0.0,-1.9,1.54,4.31,89.7
2025-01-16,-0.99,6.01,6.01,0.0,-2.64,-0.05,5.73,92.53
2025-01-17,-2.44,3.21,3.21,0.0,-6.2,1.88,3.09,82.69
2025-01-18,-3.33,0.0,0.0,0.0,-8.26,3.25,3.9,79.99
2025-01-19,-1.26,0.0,0.0,0.0,-6.34,5.78,3.77,73.59
2025-01-20,-2.0,0.0,0.0,0.0,-6.4,3.23,3.61,77.88
2025-01-21,-1.26,0.0,0.0,0.0,-8.57,7.45,3.27,72.59
2025-01-22,2.23,3.8,0.0,3.8,-1.02,6.47,3.61,79.23
2025-01-23,0.36,4.97,4.97,0.0,-2.6,3.71,3.04,87.34
2025-01-24,1.74,5.05,5.05,0.0,-2.31,7.93,3.94,81.35
2025-01-25,0.23,10.83,10.83,0.0,-1.82,2.08,3.61,90.88
2025-01-26,1.02,7.54,7.54,0.0,-2.54,5.87,3.52,86.82
2025-01-27,-0.03,0.0,0.0,0.0,-4.69,8.14,2.79,85.88
2025-01-28,1.37,0.0,0.0,0.0,-4.57,10.49,4.55,73.11
2025-01-29,2.06,0.0,0.0,0.0,-4.77,12.38,3.91,67.34
2025-01-30,2.07,0.0,0.0,0.0,-4.11,10.04,3.32,71.87
2025-01-31,2.2,0.0,0.0,0.0,-3.43,10.2,3.54,73.06
2025-02-01,1.48,0.02,0.02,0.0,-3.4,8.66,4.38,79.53
2025-02-02,1.2,0.0,0.0,0.0,-2.3,6.44,4.1,79.89
2025-02-03,-0.17,0.56,0.56,0.0,-5.01,7.12,4.65,85.11
2025-02-04,-2.44,4.37,4.37,0.0,-4.03,-0.54,7.97,77.16
2025-02-05,-5.38,3.4,3.4,0.0,-7.15,-3.76,6.05,80.16
2025-02-06,-6.49,8.71,8.71,0.0,-7.65,-3.75,5.82,85.33
2025-02-07,-5.91,7.17,7.17,0.0,-7.75,-4.1,4.13,87.69
2025-02-08,-4.51,4.49,4.49,0.0,-6.11,-2.4,4.25,85.4
2025-02-09,-4.61,1.24,1.24,0.0,-5.61,-3.27,5.09,82.1
2025-02-10,-5.05,1.61,1.61,0.0,-6.31,-3.2,4.5,84.58
2025-02-11,-5.25,1.47,1.47,0.0,-7.9,-1.4,4.58,78.4
2025-02-12,-5.44,1.1,1.1,0.0,-9.0,-2.07,4.74,83.46
2025-02-13,-4.4,2.71,2.71,0.0,-7.84,-1.58,4.05,86.59
2025-02-14,-2.4,0.29,0.29,0.0,-9.07,4.77,3.36,72.64
2025-02-15,1.76,0.76,0.76,0.0,-2.15,7.82,4.85,71.86
2025-02-16,0.99,1.56,1.56,0.0,-1.16,4.24,5.82,85.52
2025-02-17,-0.89,5.12,5.12,0.0,-2.78,3.42,6.3,90.65
2025-02-18,-2.74,5.64,5.64,0.0,-3.57,-1.28,5.88,90.8
2025-02-19,-3.79,4.98,4.98,0.0,-5.83,-0.69,8.99,81.51
2025-02-20,-7.87,3.93,3.93,0.0,-10.64,-5.45,7.79,76.33
2025-02-21,-9.43,3.05,3.05,0.0,-12.6,-6.03,5.08,82.1
2025-02-22,-9.9,8.29,8.29,0.0,-12.86,-6.29,4.79,79.21
2025-02-23,-10.63,1.43,1.43,0.0,-14.93,-6.06,4.32,80.75
2025-02-24,-9.58,0.18,0.18,0.0,-15.68,-3.6,3.6,74.3
2025-02-25,-6.45,0.0,0.0,0.0,-14.63,0.78,4.51,69.34
2025-02-26,-2.42,0.0,0.0,0.0,-7.56,4.28,3.5,67.76
2025-02-27,0.22,0.0,0.0,0.0,-6.37,8.12,3.79,71.11
2025-02-28,1.18,0.37,0.37,0.0,-2.29,7.83,5.69,76.01
2025-03-01,-0.52,0.0,0.0,0.0,-5.11,5.84,5.21,77.83
2025-03-02,-0.52,0.11,0.11,0.0,-7.59,8.8,4.59,77.19
2025-03-03,-1.61,2.81,2.81,0.0,-3.61,1.45,7.96,76.11
2025-03-04,-2.41,0.05,0.05,0.0,-6.96,2.89,7.89,67.71
2025-03-05,-1.56,0.0,0.0,0.0,-9.08,8.22,4.89,71.95
2025-03-06,0.25,0.0,0.0,0.0,-8.13,12.28,3.79,65.31
2025-03-07,0.86,0.0,0.0,0.0,-7.9,12.32,4.26,61.83
2025-03-08,2.06,0.0,0.0,0.0,-5.49,12.02,4.51,66.01
2025-03-09,3.0,0.0,0.0,0.0,-3.68,12.72,5.48,68.42
2025-03-10,4.19,0.0,0.0,0.0,-4.95,15.04,3.78,66.83
2025-03-11,6.54,0.0,0.0,0.0,-3.34,17.77,4.66,60.02
2025-03-12,9.95,0.02,0.0,0.02,0.15,20.37,4.33,50.43
2025-03-13,11.67,0.0,0.0,0.0,2.52,19.03,3.96,46.57
2025-03-14,13.04,0.0,0.0,0.0,5.08,21.47,3.68,46.92
2025-03-15,11.39,0.0,0.0,0.0,1.77,22.64,3.21,52.66
2025-03-16,12.68,0.06,0.0,0.06,3.16,22.25,3.41,48.91
2025-03-17,9.07,0.0,0.0,0.0,2.85,16.95,4.5,56.24
2025-03-18,-0.0,2.53,2.53,0.0,-5.08,3.38,4.96,74.55
2025-03-19,-4.28,2.02,2.02,0.0,-6.39,-1.83,5.12,73.52
2025-03-20,-4.18,0.77,0.77,0.0,-7.08,-1.47,4.76,79.04
2025-03-21,-1.98,0.65,0.65,0.0,-6.25,2.31,5.66,68.17
2025-03-22,-1.02,0.0,0.0,0.0,-7.67,7.65,4.33,68.24
2025-03-23,3.46,0.0,0.0,0.0,-7.42,13.03,3.5,61.55
2025-03-24,8.35,0.11,0.0,0.11,3.88,13.06,4.65,61.96
2025-03-25,10.0,0.0,0.0,0.0,5.13,16.14,4.88,59.02
2025-03-26,8.97,0.0,0.0,0.0,3.86,16.11,2.88,58.08
2025-03-27,10.37,0.0,0.0,0.0,3.1,17.99,4.3,58.13
2025-03-28,11.74,0.35,0.0,0.35,5.74,19.34,6.04,56.61
2025-03-29,7.48,4.13,0.0,4.13,3.68,13.22,5.75,76.89
2025-03-30,5.17,4.36,0.0,4.36,1.93,10.83,4.85,84.76
2025-03-31,6.83,2.52,0.0,2.52,2.42,13.18,5.36,77.66
2025-04-01,7.94,1.56,0.0,1.56,3.58,13.29,6.29,69.6
2025-04-02,4.97,2.83,0.0,2.83,2.5,9.19,4.73,79.65
2025-04-03,3.64,5.14,0.0,5.14,-0.24,6.84,6.23,83.82
2025-04-04,3.19,0.12,0.0,0.12,-2.33,9.24,4.64,79.54
2025-04-05,4.65,0.07,0.0,0.07,-0.68,11.31,5.26,72.77
2025-04-06,4.48,0.99,0.0,0.99,-1.15,12.19,7.09,71.82
2025-04-07,2.53,4.49,0.0,4.49,-3.43,10.64,9.11,76.88
2025-04-08,-1.56,2.46,2.46,0.0,-3.47,0.04,6.01,80.57
2025-04-09,-2.78,2.49,2.49,0.0,-5.76,-0.52,5.32,79.85
2025-04-10,-0.24,1.12,1.12,0.0,-8.23,6.09,6.84,61.59
2025-04-11,-5.17,7.57,7.57,0.0,-8.25,-2.03,9.91,78.92
2025-04-12,-3.8,8.64,8.64,0.0,-7.19,-1.35,7.12,81.7
2025-04-13,-1.58,4.26,4.26,0.0,-7.29,3.69,4.65,73.53
2025-04-14,0.17,0.0,0.0,0.0,-6.68,8.14,5.24,67.0
2025-04-15,2.61,0.0,0.0,0.0,-6.04,11.94,5.28,68.07
2025-04-16,5.67,0.0,0.0,0.0,-4.48,15.98,5.49,63.84
2025-04-17,7.49,0.0,0.0,0.0,-1.77,18.23,5.36,66.55
2025-04-18,8.58,0.0,0.0,0.0,0.86,19.1,5.31,65.79
2025-04-19,7.09,0.36,0.0,0.36,2.34,14.85,5.89,71.89
2025-04-20,7.0,0.0,0.0,0.0,1.37,14.1,6.43,74.01
2025-04-21,8.21,0.0,0.0,0.0,-0.82,17.71,5.15,66.78
2025-04-22,7.95,0.0,0.0,0.0,1.48,16.34,6.03,68.42
2025-04-23,7.62,3.23,0.0,3.23,2.99,14.27,6.6,71.48
2025-04-24,5.01,0.98,0.0,0.98,1.73,12.0,6.31,80.82
2025-04-25,5.26,11.26,0.0,11.26,0.63,11.6,6.62,78.06
2025-04-26,6.9,0.47,0.0,0.47,-0.82,15.75,4.98,72.6
2025-04-27,4.53,7.05,0.0,7.05,0.45,10.66,6.37,82.87
2025-04-28,3.94,0.11,0.0,0.11,1.47,8.23,10.59,76.35
2025-04-29,3.8,0.04,0.0,0.04,0.27,9.19,9.82,71.47
2025-04-30,4.16,0.0,0.0,0.0,0.99,9.47,8.22,74.12
2025-05-01,3.99,3.47,0.0,3.47,0.49,8.86,4.82,87.16
2025-05-02,3.74,3.76,0.0,3.76,1.75,6.1,4.18,88.69
2025-05-03,5.79,0.71,0.0,0.71,-0.46,13.31,5.18,73.54
2025-05-04,7.11,0.0,0.0,0.0,-2.85,17.58,4.14,59.26
2025-05-05,10.19,0.0,0.0,0.0,-1.02,20.12,4.47,54.71
2025-05-06,12.94,0.0,0.0,0.0,4.8,20.44,4.16,60.83
2025-05-07,13.21,2.38,0.0,2.38,6.49,21.68,4.56,67.71
2025-05-08,12.89,0.19,0.0,0.19,4.94,21.85,4.73,69.37
2025-05-09,12.69,0.39,0.0,0.39,5.93,20.8,6.45,67.54
2025-05-10,8.24,10.06,0.0,10.06,4.91,14.48,8.59,80.82
2025-05-11,5.77,11.81,0.0,11.81,2.3,10.11,6.11,85.04
2025-05-12,6.91,0.0,0.0,0.0,-0.01,13.15,6.12,72.36
2025-05-13,4.65,0.25,0.0,0.25,-0.55,9.51,7.31,73.25
2025-05-14,3.65,0.0,0.0,0.0,-1.86,9.38,6.42,69.65
2025-05-15,5.9,0.0,0.0,0.0,-4.32,15.8,4.3,59.95
2025-05-16,9.17,0.08,0.0,0.08,-0.07,17.75,4.47,65.0
2025-05-17,12.06,1.43,0.0,1.43,5.88,18.36,8.87,63.88
2025-05-18,7.59,8.27,0.0,8.27,1.27,12.69,6.12,79.06
2025-05-19,7.7,0.21,0.0,0.21,-1.69,17.58,4.22,61.95
2025-05-20,8.08,0.04,0.0,0.04,1.07,14.53,6.93,64.12
2025-05-21,10.62,0.0,0.0,0.0,0.17,19.97,4.74,61.54
2025-05-22,14.07,0.38,0.0,0.38,3.0,23.44,4.18,60.47
2025-05-23,15.32,0.88,0.0,0.88,6.82,24.16,4.66,63.6
2025-05-24,15.62,0.0,0.0,0.0,6.76,24.29,5.4,60.65
2025-05-25,15.53,0.35,0.0,0.35,7.72,25.13,6.36,65.47
2025-05-26,11.56,10.62,0.0,10.62,6.56,17.4,7.57,81.46
2025-05-27,9.89,11.71,0.0,11.71,4.86,15.02,7.48,68.59
2025-05-28,11.38,0.0,0.0,0.0,3.95,18.48,6.42,65.6
2025-05-29,10.0,3.25,0.0,3.25,4.6,16.44,4.53,75.59
2025-05-30,10.21,0.04,0.0,0.04,5.08,16.59,5.28,74.35
2025-05-31,9.94,4.82,0.0,4.82,5.67,14.56,5.24,79.11
2025-06-01,10.43,5.44,0.0,5.44,6.01,15.57,5.24,81.76
2025-06-02,11.3,0.12,0.0,0.12,4.64,18.22,4.77,75.3
2025-06-03,12.77,0.0,0.0,0.0,4.58,21.0,5.19,68.36
2025-06-04,14.39,0.0,0.0,0.0,4.33,23.34,4.53,61.12
2025-06-05,15.41,0.0,0.0,0.0,5.51,24.42,6.19,57.76
2025-06-06,15.22,0.0,0.0,0.0,7.04,23.92,6.62,65.77
2025-06-07,15.45,0.0,0.0,0.0,7.97,23.53,4.98,69.83
2025-06-08,13.88,0.0,0.0,0.0,8.26,22.15,5.29,73.3
2025-06-09,15.09,0.0,0.0,0.0,8.73,23.72,5.24,73.18
2025-06-10,15.36,0.16,0.0,0.16,8.21,22.86,6.24,70.83
2025-06-11,17.05,0.0,0.0,0.0,11.54,23.54,6.74,74.6
2025-06-12,16.87,0.0,0.0,0.0,10.78,23.06,6.45,73.6
2025-06-13,14.24,0.0,0.0,0.0,8.56,20.45,8.68,68.47
2025-06-14,12.33,0.0,0.0,0.0,5.61,18.15,7.09,61.82
2025-06-15,11.2,0.58,0.0,0.58,4.99,17.17,5.32,66.3
2025-06-16,11.73,0.0,0.0,0.0,3.67,18.88,4.99,63.71
2025-06-17,13.36,0.0,0.0,0.0,3.72,21.05,4.52,59.3
2025-06-18,14.74,0.0,0.0,0.0,4.81,23.09,5.63,59.82
2025-06-19,14.98,0.0,0.0,0.0,6.94,23.01,6.14,63.66
2025-06-20,15.97,0.0,0.0,0.0,5.78,25.25,6.06,56.31
2025-06-21,13.84,0.84,0.0,0.84,7.93,18.43,9.37,57.25
2025-06-22,11.68,0.07,0.0,0.07,4.08,18.54,7.38,59.35
2025-06-23,13.56,0.0,0.0,0.0,2.84,22.63,4.77,56.89
2025-06-24,15.3,0.0,0.0,0.0,4.25,25.28,6.02,49.65
2025-06-25,16.9,0.0,0.0,0.0,5.05,28.04,4.58,46.24
2025-06-26,18.05,0.0,0.0,0.0,6.93,28.04,4.93,44.95
2025-06-27,17.77,0.0,0.0,0.0,8.79,27.3,7.06,44.96
2025-06-28,15.81,0.0,0.0,0.0,5.91,23.88,7.12,48.02
2025-06-29,12.38,4.4,0.0,4.4,7.29,16.58,6.71,69.6
2025-06-30,13.62,0.88,0.0,0.88,5.27,20.56,4.08,68.54
2025-07-01,14.92,3.25,0.0,3.25,7.93,21.59,5.66,73.41
2025-07-02,13.95,3.0,0.0,3.0,7.03,19.53,6.81,59.54
2025-07-03,13.74,0.0,0.0,0.0,5.5,20.88,5.93,61.12
2025-07-04,13.94,0.0,0.0,0.0,5.4,21.08,6.46,60.83
2025-07-05,15.78,0.0,0.0,0.0,5.88,24.22,6.66,59.07
2025-07-06,17.13,0.0,0.0,0.0,7.74,27.26,5.66,58.07
2025-07-07,18.54,0.0,0.0,0.0,9.39,29.37,5.34,54.13
2025-07-08,18.57,0.0,0.0,0.0,9.51,28.14,5.94,56.44
2025-07-09,20.41,0.0,0.0,0.0,7.89,31.39,5.16,49.62
2025-07-10,16.8,0.0,0.0,0.0,11.75,20.52,8.51,66.0
2025-07-11,16.58,0.0,0.0,0.0,11.99,21.33,7.5,71.65
2025-07-12,16.8,0.42,0.0,0.42,12.02,21.52,7.65,71.71
2025-07-13,17.99,0.0,0.0,0.0,11.13,24.66,7.45,63.07
2025-07-14,18.22,0.0,0.0,0.0,10.14,25.55,7.14,62.01
2025-07-15,18.4,0.0,0.0,0.0,10.85,26.23,8.25,62.48
2025-07-16,18.94,0.0,0.0,0.0,12.25,26.67,7.08,60.83
2025-07-17,19.31,0.0,0.0,0.0,10.49,27.94,6.18,58.95
2025-07-18,17.31,0.29,0.0,0.29,12.59,23.61,6.08,73.17
2025-07-19,18.63,3.62,0.0,3.62,13.2,24.84,8.2,67.95
2025-07-20,17.59,0.0,0.0,0.0,10.12,25.6,6.81,57.6
2025-07-21,17.14,0.0,0.0,0.0,7.53,26.6,5.64,51.41
2025-07-22,18.94,0.0,0.0,0.0,6.73,30.17,4.82,44.65
2025-07-23,20.68,0.0,0.0,0.0,8.73,32.04,5.89,41.3
2025-07-24,20.58,0.0,0.0,0.0,11.7,29.84,6.61,51.72
2025-07-25,19.98,0.0,0.0,0.0,12.06,29.41,7.08,54.54
2025-07-26,19.75,0.0,0.0,0.0,9.51,29.02,7.67,53.13
2025-07-27,22.85,0.0,0.0,0.0,10.48,32.98,4.2,51.83
2025-07-28,21.79,0.0,0.0,0.0,12.02,31.52,5.46,52.36
2025-07-29,23.09,0.0,0.0,0.0,15.01,30.53,6.82,56.02
2025-07-30,20.62,0.98,0.0,0.98,13.79,28.31,8.13,64.77
2025-07-31,19.13,1.23,0.0,1.23,15.9,22.62,10.72,69.0
2025-08-01,17.33,0.4,0.0,0.4,14.17,21.81,8.84,71.75
2025-08-02,18.17,9.23,0.0,9.23,14.83,23.24,8.81,75.28
2025-08-03,17.32,4.27,0.0,4.27,12.9,22.91,5.96,76.35
2025-08-04,18.25,0.0,0.0,0.0,10.48,26.08,6.64,66.89
2025-08-05,19.03,0.0,0.0,0.0,12.42,26.35,6.73,68.65
2025-08-06,21.0,0.19,0.0,0.19,14.61,29.82,7.07,64.01
2025-08-07,19.24,0.12,0.0,0.12,13.63,25.66,9.01,64.71
2025-08-08,19.32,2.37,0.0,2.37,14.58,25.87,8.29,68.19
2025-08-09,18.82,0.07,0.0,0.07,13.64,25.24,8.03,69.96
2025-08-10,18.66,0.0,0.0,0.0,11.26,27.02,8.36,60.61
2025-08-11,17.9,0.0,0.0,0.0,9.15,26.51,7.16,56.72
2025-08-12,17.05,0.0,0.0,0.0,8.02,25.21,8.66,60.66
2025-08-13,18.57,0.04,0.0,0.04,12.63,26.98,8.56,65.42
2025-08-14,18.28,0.0,0.0,0.0,10.4,27.24,7.95,65.36
2025-08-15,17.71,0.0,0.0,0.0,11.62,25.03,9.72,59.9
2025-08-16,15.94,0.0,0.0,0.0,8.54,23.94,10.28,57.95
2025-08-17,17.32,0.0,0.0,0.0,8.07,27.97,5.89,59.18
2025-08-18,16.99,0.3,0.0,0.3,11.14,22.88,6.03,65.47
2025-08-19,16.96,0.18,0.0,0.18,11.68,23.68,6.72,67.89
2025-08-20,14.83,1.66,0.0,1.66,10.11,20.54,6.25,71.17
2025-08-21,15.53,0.0,0.0,0.0,7.93,24.31,5.97,67.12
2025-08-22,18.19,0.0,0.0,0.0,7.45,30.59,4.22,52.78
2025-08-23,17.76,0.0,0.0,0.0,10.22,25.07,7.23,57.01
2025-08-24,16.28,1.02,0.0,1.02,10.82,21.1,6.05,67.06
2025-08-25,15.0,0.09,0.0,0.09,9.48,21.0,8.75,62.35
2025-08-26,13.85,0.0,0.0,0.0,5.79,21.77,7.49,63.41
2025-08-27,15.35,0.0,0.0,0.0,6.87,23.37,7.78,65.47
2025-08-28,16.54,0.0,0.0,0.0,8.9,24.31,6.78,66.77
2025-08-29,16.34,0.0,0.0,0.0,8.02,25.38,5.55,65.96
2025-08-30,17.0,0.0,0.0,0.0,8.54,27.07,6.3,65.9
2025-08-31,18.99,0.0,0.0,0.0,9.25,29.19,4.83,54.47
2025-09-01,17.94,0.0,0.0,0.0,11.69,24.76,7.12,56.6
2025-09-02,16.24,0.0,0.0,0.0,8.51,24.14,4.73,62.12
2025-09-03,15.65,0.0,0.0,0.0,8.25,22.13,6.41,68.36
2025-09-04,16.25,0.0,0.0,0.0,7.9,24.85,7.7,68.36
2025-09-05,17.29,0.12,0.0,0.12,10.4,25.19,6.79,69.18
2025-09-06,13.98,22.06,0.0,22.06,11.04,18.04,6.37,83.3
2025-09-07,13.88,5.9,0.0,5.9,11.01,18.46,6.35,76.71
2025-09-08,14.01,0.35,0.0,0.35,9.48,18.42,5.1,71.24
2025-09-09,14.33,0.0,0.0,0.0,6.38,20.98,4.53,69.77
2025-09-10,13.6,0.0,0.0,0.0,5.58,21.68,4.8,66.83
2025-09-11,14.43,0.0,0.0,0.0,6.51,21.89,5.2,67.66
2025-09-12,14.91,0.24,0.0,0.24,8.77,24.29,5.72,72.42
2025-09-13,14.8,1.08,0.0,1.08,9.48,21.2,6.51,72.06
2025-09-14,14.62,0.09,0.0,0.09,10.59,21.31,7.35,71.3
2025-09-15,12.93,0.0,0.0,0.0,8.6,18.47,4.95,75.41
2025-09-16,13.03,0.0,0.0,0.0,6.26,20.31,5.63,65.89
2025-09-17,12.48,0.0,0.0,0.0,3.66,23.31,5.3,64.95
2025-09-18,9.64,16.25,0.0,16.25,5.93,12.71,6.28,81.0
2025-09-19,9.42,2.5,0.0,2.5,5.43,15.38,5.91,76.35
2025-09-20,9.76,0.0,0.0,0.0,4.08,17.02,5.42,69.06
2025-09-21,10.54,0.0,0.0,0.0,2.66,19.32,5.93,72.06
2025-09-22,12.12,0.0,0.0,0.0,4.07,23.04,4.32,70.66
2025-09-23,12.67,0.0,0.0,0.0,3.64,23.98,3.49,68.48
2025-09-24,13.18,0.0,0.0,0.0,5.05,21.72,4.02,73.42
2025-09-25,13.7,0.61,0.0,0.61,9.13,19.01,5.74,73.24
2025-09-26,11.4,0.88,0.0,0.88,6.43,17.48,9.08,72.3
2025-09-27,9.79,0.14,0.0,0.14,7.87,13.23,8.96,69.75
2025-09-28,9.68,0.0,0.0,0.0,7.54,13.49,5.86,70.29
2025-09-29,8.04,10.9,0.0,10.9,7.17,9.29,3.78,89.29
2025-09-30,8.32,4.76,0.0,4.76,4.95,12.98,5.36,85.4
2025-10-01,7.14,0.12,0.0,0.12,1.22,13.96,5.0,76.53
2025-10-02,9.13,0.0,0.0,0.0,1.07,17.68,5.44,68.65
2025-10-03,11.56,0.8,0.0,0.8,4.59,21.54,5.69,66.7
2025-10-04,11.13,2.9,0.0,2.9,7.35,17.62,5.66,73.76
2025-10-05,10.08,0.12,0.0,0.12,4.27,16.13,4.4,71.41
2025-10-06,9.93,0.0,0.0,0.0,2.39,19.65,3.83,67.65
2025-10-07,9.64,6.61,0.0,6.61,5.56,15.7,3.68,79.41
2025-10-08,8.32,10.45,0.0,10.45,5.13,12.64,4.48,84.11
2025-10-09,5.87,2.82,0.0,2.82,3.44,8.73,7.04,86.93
2025-10-10,6.83,3.91,0.0,3.91,2.12,12.95,5.44,75.88
2025-10-11,3.97,7.02,0.0,7.02,0.43,9.01,5.49,86.34
2025-10-12,4.42,3.86,0.0,3.86,1.89,8.11,5.53,86.4
2025-10-13,6.98,0.31,0.0,0.31,3.36,12.68,3.72,80.29
2025-10-14,7.51,0.63,0.0,0.63,2.58,13.56,3.3,76.82
2025-10-15,6.99,0.61,0.0,0.61,4.17,11.02,4.24,80.94
2025-10-16,6.84,0.02,0.0,0.02,2.95,12.0,5.37,81.0
2025-10-17,8.46,0.0,0.0,0.0,3.27,16.98,3.85,77.18
2025-10-18,8.23,0.39,0.0,0.39,1.64,15.06,3.3,80.47
2025-10-19,7.42,14.12,0.0,14.12,5.38,10.27,4.76,90.11
2025-10-20,5.41,2.22,0.0,2.22,-0.61,11.57,5.37,75.7
2025-10-21,4.13,0.0,0.0,0.0,-2.24,13.1,3.4,77.99
2025-10-22,7.6,2.06,0.0,2.06,3.18,14.37,2.23,82.51
2025-10-23,8.4,3.62,0.0,3.62,5.61,11.39,2.8,90.93
2025-10-24,11.65,0.11,0.0,0.11,5.83,17.16,6.21,75.89
2025-10-25,7.93,15.81,0.0,15.81,6.14,9.47,4.3,90.87
