time,Sülüklü Göl Tabiat Parkı - Bolu_temp,Sülüklü Göl Tabiat Parkı - Bolu_prcp,Sülüklü Göl Tabiat Parkı - Bolu_snow,Sülüklü Göl Tabiat Parkı - Bolu_rain,Sülüklü Göl Tabiat Parkı - Bolu_tmin,Sülüklü Göl Tabiat Parkı - Bolu_tmax,Sülüklü Göl Tabiat Parkı - Bolu_wspd,Sülüklü Göl Tabiat Parkı - Bolu_rhum
2025-01-17,-0.88,3.44,3.44,0.0,-5.08,3.71,3.13,83.02
2025-01-18,-2.21,0.0,0.0,0.0,-7.31,4.93,4.14,81.91
2025-01-19,-0.45,0.0,0.0,0.0,-5.57,7.06,4.13,78.02
2025-01-20,-0.87,0.0,0.0,0.0,-5.41,4.6,4.13,81.22
2025-01-21,-0.38,0.0,0.0,0.0,-7.55,8.1,3.79,76.34
2025-01-22,3.86,4.73,0.0,4.73,0.21,8.3,4.62,80.65
2025-01-23,2.14,2.96,0.0,2.96,-1.78,6.67,3.46,86.78
2025-01-24,3.39,2.62,0.0,2.62,-1.28,10.41,4.63,81.56
2025-01-25,1.9,16.21,16.21,0.0,-0.53,3.94,4.85,91.41
2025-01-26,2.31,10.77,0.0,10.77,-1.14,7.08,4.31,87.39
2025-01-27,1.42,0.0,0.0,0.0,-3.9,9.87,3.45,86.41
2025-01-28,3.22,0.0,0.0,0.0,-2.38,11.71,5.5,76.52
2025-01-29,3.76,0.0,0.0,0.0,-2.55,13.75,5.03,70.14
2025-01-30,3.88,0.0,0.0,0.0,-2.04,12.19,3.81,74.43
2025-01-31,3.66,0.0,0.0,0.0,-1.86,11.7,4.06,77.17
2025-02-01,3.05,0.03,0.0,0.03,-1.44,10.0,5.14,84.0
2025-02-02,2.63,0.0,0.0,0.0,-0.91,7.68,5.16,81.2
2025-02-03,1.23,0.91,0.91,0.0,-3.46,7.62,5.21,87.17
2025-02-04,-0.84,6.45,6.45,0.0,-2.47,0.72,9.57,77.17
2025-02-05,-3.87,5.3,5.3,0.0,-5.82,-2.02,8.39,81.52
2025-02-06,-5.12,10.47,10.47,0.0,-6.2,-2.55,7.56,86.01
2025-02-07,-4.62,11.91,11.91,0.0,-6.22,-2.88,5.31,89.36
2025-02-08,-3.02,7.17,7.17,0.0,-4.68,-0.7,5.19,86.93
2025-02-09,-3.18,2.01,2.01,0.0,-4.11,-1.83,6.65,84.73
2025-02-10,-3.58,2.0,2.0,0.0,-4.82,-2.05,5.44,86.21
2025-02-11,-3.79,1.45,1.45,0.0,-6.79,0.16,4.8,80.6
2025-02-12,-4.35,1.6,1.6,0.0,-8.48,-1.08,6.11,86.41
2025-02-13,-2.9,3.77,3.77,0.0,-6.47,0.12,5.1,88.32
2025-02-14,-0.86,0.3,0.3,0.0,-7.97,6.45,4.0,73.0
2025-02-15,3.4,0.88,0.0,0.88,-0.56,9.68,6.2,73.64
2025-02-16,1.92,2.13,2.13,0.0,0.28,4.24,7.73,87.87
2025-02-17,0.2,7.17,7.17,0.0,-1.21,3.28,8.51,92.46
2025-02-18,-1.2,7.08,7.08,0.0,-1.98,0.17,8.14,89.15
2025-02-19,-2.02,4.9,4.9,0.0,-3.81,0.48,11.3,78.25
2025-02-20,-5.87,3.62,3.62,0.0,-8.28,-3.39,9.38,75.66
2025-02-21,-7.41,4.06,4.06,0.0,-10.19,-4.27,6.09,83.38
2025-02-22,-8.06,9.64,9.64,0.0,-10.99,-4.54,5.8,79.86
2025-02-23,-8.72,2.14,2.14,0.0,-12.86,-4.26,4.48,81.15
2025-02-24,-7.63,0.09,0.09,0.0,-13.69,-1.49,3.7,75.89
2025-02-25,-4.66,0.0,0.0,0.0,-12.61,2.5,4.48,70.12
2025-02-26,-1.11,0.0,0.0,0.0,-6.94,6.16,3.73,70.95
2025-02-27,1.91,0.0,0.0,0.0,-4.78,9.92,4.2,72.5
2025-02-28,2.24,0.63,0.0,0.63,-1.45,8.85,6.66,78.81
2025-03-01,0.82,0.0,0.0,0.0,-3.92,6.65,6.0,79.85
2025-03-02,0.7,0.17,0.17,0.0,-6.59,10.29,5.14,78.74
2025-03-03,-0.11,4.65,4.65,0.0,-1.78,2.58,9.05,78.84
2025-03-04,-1.05,0.08,0.08,0.0,-5.87,4.02,9.85,70.26
2025-03-05,-0.7,0.0,0.0,0.0,-7.88,8.34,5.95,75.35
2025-03-06,0.76,0.0,0.0,0.0,-7.3,12.37,4.35,71.04
2025-03-07,1.11,0.0,0.0,0.0,-7.03,11.73,5.42,67.22
2025-03-08,2.08,0.0,0.0,0.0,-4.62,11.1,5.42,72.17
2025-03-09,3.49,0.0,0.0,0.0,-2.32,11.72,6.2,73.52
2025-03-10,4.92,0.0,0.0,0.0,-4.1,15.69,4.28,72.89
2025-03-11,7.57,0.0,0.0,0.0,-1.98,19.21,5.36,66.28
2025-03-12,11.48,0.03,0.0,0.03,1.15,21.89,5.88,56.98
2025-03-13,13.32,0.0,0.0,0.0,4.19,21.09,5.62,52.01
2025-03-14,14.37,0.0,0.0,0.0,6.37,22.82,5.28,52.57
2025-03-15,12.83,0.0,0.0,0.0,3.23,24.25,4.46,58.64
2025-03-16,14.29,0.03,0.0,0.03,4.64,23.97,4.83,55.19
2025-03-17,9.59,0.0,0.0,0.0,3.46,17.27,5.62,61.88
2025-03-18,1.21,1.31,1.31,0.0,-3.84,4.31,6.04,75.99
2025-03-19,-2.49,2.59,2.59,0.0,-4.79,0.05,6.74,72.41
2025-03-20,-2.25,1.13,1.13,0.0,-5.73,1.14,5.51,76.83
2025-03-21,-0.25,0.77,0.77,0.0,-5.21,4.44,5.92,70.27
2025-03-22,0.02,0.0,0.0,0.0,-7.19,8.76,4.8,69.76
2025-03-23,4.84,0.0,0.0,0.0,-6.35,14.61,3.95,64.76
2025-03-24,10.33,0.17,0.0,0.17,5.81,15.08,5.86,64.79
2025-03-25,11.33,0.0,0.0,0.0,6.69,17.2,5.87,63.94
2025-03-26,10.12,0.0,0.0,0.0,5.28,17.34,3.17,63.74
2025-03-27,10.91,0.0,0.0,0.0,4.02,18.17,5.23,64.44
2025-03-28,11.69,0.56,0.0,0.56,6.29,19.4,7.51,63.94
2025-03-29,8.69,4.79,0.0,4.79,4.37,14.79,6.08,79.54
2025-03-30,6.53,3.83,0.0,3.83,2.88,12.14,5.41,85.93
2025-03-31,8.09,3.46,0.0,3.46,3.59,14.66,6.16,81.59
2025-04-01,8.65,2.33,0.0,2.33,4.73,13.95,6.4,77.61
2025-04-02,5.61,4.58,0.0,4.58,3.47,9.35,5.63,84.82
2025-04-03,5.09,4.8,0.0,4.8,0.83,8.76,6.57,85.06
2025-04-04,4.36,0.21,0.0,0.21,-1.77,10.69,5.38,80.63
2025-04-05,5.59,0.11,0.0,0.11,-0.18,12.33,5.59,76.07
2025-04-06,5.64,1.63,0.0,1.63,-0.53,14.05,8.63,73.74
2025-04-07,3.01,7.52,0.0,7.52,-2.02,10.42,9.71,81.56
2025-04-08,-0.02,2.52,2.52,0.0,-2.01,1.66,7.49,79.41
2025-04-09,-1.26,2.78,2.78,0.0,-5.03,1.29,6.52,78.16
2025-04-10,1.33,0.87,0.87,0.0,-7.17,8.27,8.08,63.32
2025-04-11,-2.96,9.1,9.1,0.0,-6.49,0.44,11.92,74.6
2025-04-12,-1.76,6.52,6.52,0.0,-5.95,0.77,8.28,78.76
2025-04-13,0.03,3.25,3.25,0.0,-6.49,6.0,4.8,73.85
2025-04-14,1.45,0.0,0.0,0.0,-5.95,9.52,6.9,69.02
2025-04-15,3.59,0.0,0.0,0.0,-4.99,13.1,6.26,71.61
2025-04-16,6.42,0.0,0.0,0.0,-3.19,16.56,6.67,68.66
2025-04-17,7.82,0.0,0.0,0.0,-1.02,18.29,6.71,73.24
2025-04-18,8.45,0.0,0.0,0.0,2.13,18.5,6.34,74.0
2025-04-19,7.19,0.26,0.0,0.26,2.98,14.92,6.82,78.69
2025-04-20,7.95,0.0,0.0,0.0,2.61,14.77,6.94,76.13
2025-04-21,8.9,0.0,0.0,0.0,-0.1,18.5,5.62,71.52
2025-04-22,7.69,0.0,0.0,0.0,2.09,15.48,7.41,74.87
2025-04-23,7.27,1.67,0.0,1.67,3.8,12.54,8.22,78.0
2025-04-24,5.75,0.96,0.0,0.96,3.46,10.72,8.32,82.74
2025-04-25,6.66,5.87,0.0,5.87,2.06,12.97,6.74,79.48
2025-04-26,8.3,0.77,0.0,0.77,0.72,16.88,5.44,76.46
2025-04-27,5.38,4.93,0.0,4.93,1.35,10.7,8.1,84.76
2025-04-28,5.26,0.17,0.0,0.17,2.67,9.41,14.6,73.2
2025-04-29,5.03,0.06,0.0,0.06,2.02,9.79,12.6,71.83
2025-04-30,5.15,0.0,0.0,0.0,2.62,9.66,10.43,74.94
2025-05-01,4.8,4.19,0.0,4.19,1.82,8.54,6.14,87.17
2025-05-02,4.92,5.12,0.0,5.12,2.2,7.88,5.21,87.67
2025-05-03,6.61,0.51,0.0,0.51,-0.26,14.67,5.7,75.31
2025-05-04,8.11,0.0,0.0,0.0,-2.47,18.92,4.12,64.35
2025-05-05,11.79,0.0,0.0,0.0,0.69,21.92,4.94,59.28
2025-05-06,14.58,0.0,0.0,0.0,6.69,22.26,4.65,64.87
2025-05-07,15.03,1.9,0.0,1.9,7.92,23.53,5.54,68.91
2025-05-08,13.92,0.31,0.0,0.31,5.93,22.45,5.93,73.16
2025-05-09,13.16,0.62,0.0,0.62,6.88,21.47,7.82,72.78
2025-05-10,8.31,9.39,0.0,9.39,5.44,12.38,11.42,84.08
2025-05-11,6.69,10.3,0.0,10.3,2.67,10.42,7.66,83.56
2025-05-12,7.74,0.0,0.0,0.0,0.57,14.67,7.05,74.7
2025-05-13,6.53,0.39,0.0,0.39,1.36,11.24,8.87,75.55
2025-05-14,5.35,0.0,0.0,0.0,-0.41,11.27,8.0,70.78
2025-05-15,7.16,0.0,0.0,0.0,-3.09,17.1,4.67,62.67
2025-05-16,9.79,0.06,0.0,0.06,0.83,18.58,5.12,69.04
2025-05-17,11.92,2.32,0.0,2.32,5.83,18.02,9.43,72.6
2025-05-18,8.69,9.56,0.0,9.56,2.64,13.56,6.16,82.5
2025-05-19,9.52,0.15,0.0,0.15,-0.31,19.03,4.92,65.35
2025-05-20,9.54,0.06,0.0,0.06,2.23,16.32,7.73,66.96
2025-05-21,12.18,0.0,0.0,0.0,1.88,21.77,5.14,63.98
2025-05-22,15.6,0.63,0.0,0.63,4.25,25.26,4.34,63.52
2025-05-23,16.74,0.46,0.0,0.46,8.36,25.38,5.14,66.11
2025-05-24,16.76,0.0,0.0,0.0,8.04,25.58,6.33,63.8
2025-05-25,15.83,0.18,0.0,0.18,8.9,24.5,7.73,70.54
2025-05-26,12.28,9.14,0.0,9.14,8.22,17.53,8.85,84.41
2025-05-27,11.49,6.88,0.0,6.88,5.56,17.1,8.18,70.32
2025-05-28,12.97,0.0,0.0,0.0,5.21,19.77,7.39,68.11
2025-05-29,11.88,2.03,0.0,2.03,6.03,18.45,4.78,75.98
2025-05-30,11.61,0.06,0.0,0.06,5.4,18.36,6.68,74.56
2025-05-31,11.35,4.49,0.0,4.49,6.67,15.98,6.75,81.17
2025-06-01,12.3,3.57,0.0,3.57,7.77,17.61,6.38,80.24
2025-06-02,12.97,0.2,0.0,0.2,6.27,19.79,5.34,76.22
2025-06-03,14.01,0.0,0.0,0.0,5.65,22.42,5.7,70.7
2025-06-04,15.73,0.0,0.0,0.0,5.25,25.15,4.79,63.28
2025-06-05,16.53,0.0,0.0,0.0,6.63,25.44,7.53,59.61
2025-06-06,16.0,0.0,0.0,0.0,8.24,24.39,7.93,70.41
2025-06-07,16.16,0.0,0.0,0.0,9.45,24.17,5.94,73.87
2025-06-08,14.89,0.0,0.0,0.0,9.6,22.55,6.07,76.24
2025-06-09,15.78,0.0,0.0,0.0,9.66,23.77,5.98,76.76
2025-06-10,16.3,0.25,0.0,0.25,8.89,23.98,7.35,74.87
2025-06-11,18.05,0.0,0.0,0.0,12.75,24.31,7.84,76.44
2025-06-12,17.88,0.0,0.0,0.0,12.12,24.26,7.85,76.11
2025-06-13,15.9,0.0,0.0,0.0,10.61,21.29,11.08,70.17
2025-06-14,14.07,0.0,0.0,0.0,7.36,19.67,9.26,63.74
2025-06-15,12.93,0.88,0.0,0.88,6.54,19.19,6.11,69.24
2025-06-16,13.5,0.0,0.0,0.0,5.15,21.04,5.35,66.26
2025-06-17,15.07,0.0,0.0,0.0,5.24,23.28,5.11,62.24
2025-06-18,16.22,0.0,0.0,0.0,6.4,24.64,6.75,62.41
2025-06-19,16.15,0.0,0.0,0.0,8.46,23.89,7.19,66.92
2025-06-20,17.22,0.0,0.0,0.0,6.74,26.93,6.48,61.37
2025-06-21,15.99,1.35,0.0,1.35,10.75,20.36,12.46,60.89
2025-06-22,13.39,0.11,0.0,0.11,6.04,19.79,9.61,61.58
2025-06-23,15.13,0.0,0.0,0.0,4.3,24.34,5.19,59.54
2025-06-24,16.7,0.0,0.0,0.0,5.95,26.48,7.07,52.8
2025-06-25,18.11,0.0,0.0,0.0,6.14,29.22,5.21,49.78
2025-06-26,19.21,0.0,0.0,0.0,8.13,29.22,5.73,49.69
2025-06-27,19.06,0.0,0.0,0.0,10.17,28.57,8.99,51.15
2025-06-28,17.2,0.0,0.0,0.0,7.9,24.88,8.62,55.63
2025-06-29,14.65,5.29,0.0,5.29,9.31,19.04,9.03,72.11
2025-06-30,15.64,0.46,0.0,0.46,7.23,23.14,4.86,69.63
2025-07-01,16.58,2.03,0.0,2.03,9.65,22.87,7.73,73.7
2025-07-02,15.85,1.55,0.0,1.55,8.63,21.32,8.43,61.98
2025-07-03,15.5,0.0,0.0,0.0,7.21,22.71,6.73,63.28
2025-07-04,15.62,0.0,0.0,0.0,7.19,22.69,7.82,64.2
2025-07-05,17.16,0.0,0.0,0.0,7.38,25.31,8.44,61.94
2025-07-06,18.46,0.0,0.0,0.0,8.94,28.1,7.2,62.28
2025-07-07,19.75,0.0,0.0,0.0,10.47,30.41,6.39,60.44
2025-07-08,19.25,0.0,0.0,0.0,10.48,28.75,6.26,65.79
2025-07-09,21.81,0.0,0.0,0.0,9.18,32.89,5.42,56.38
2025-07-10,17.83,0.0,0.0,0.0,13.51,20.78,9.94,67.35
2025-07-11,17.88,0.0,0.0,0.0,12.38,23.05,8.98,71.44
2025-07-12,18.23,0.68,0.0,0.68,13.76,22.27,9.59,72.91
2025-07-13,19.01,0.0,0.0,0.0,11.68,25.7,9.5,65.94
2025-07-14,19.35,0.0,0.0,0.0,11.4,26.59,8.47,65.48
2025-07-15,19.51,0.0,0.0,0.0,12.1,26.97,10.13,66.31
2025-07-16,20.21,0.0,0.0,0.0,13.37,27.94,8.43,63.52
2025-07-17,20.23,0.0,0.0,0.0,11.58,28.91,7.16,62.35
2025-07-18,18.77,0.15,0.0,0.15,13.45,25.1,7.9,73.96
2025-07-19,20.09,1.91,0.0,1.91,14.85,25.8,10.02,68.65
2025-07-20,18.96,0.0,0.0,0.0,11.21,26.82,7.54,60.78
2025-07-21,18.64,0.0,0.0,0.0,9.01,28.16,6.02,53.72
2025-07-22,20.37,0.0,0.0,0.0,8.14,31.57,5.12,47.8
2025-07-23,21.92,0.0,0.0,0.0,10.14,33.56,6.99,44.91
2025-07-24,21.4,0.0,0.0,0.0,13.34,29.83,8.41,59.09
2025-07-25,21.27,0.0,0.0,0.0,13.81,30.49,9.26,60.46
2025-07-26,20.77,0.0,0.0,0.0,11.01,29.35,10.1,58.76
2025-07-27,23.27,0.0,0.0,0.0,11.82,33.12,4.94,57.89
2025-07-28,22.41,0.0,0.0,0.0,12.85,32.31,6.06,58.74
2025-07-29,23.66,0.0,0.0,0.0,15.57,31.17,7.15,62.28
2025-07-30,21.48,1.58,0.0,1.58,15.17,28.99,9.58,69.41
2025-07-31,20.51,1.97,0.0,1.97,17.46,23.91,14.08,70.35
2025-08-01,18.79,0.65,0.0,0.65,15.14,22.91,11.63,70.8
2025-08-02,19.45,7.99,0.0,7.99,16.29,23.83,11.9,74.65
2025-08-03,18.85,3.63,0.0,3.63,14.37,24.55,7.02,74.54
2025-08-04,19.38,0.0,0.0,0.0,11.68,26.72,8.56,68.2
2025-08-05,19.88,0.0,0.0,0.0,13.65,26.49,8.47,71.8
2025-08-06,21.61,0.33,0.0,0.33,16.07,29.74,9.6,68.83
2025-08-07,20.51,0.2,0.0,0.2,15.45,26.37,10.59,68.61
2025-08-08,20.69,3.04,0.0,3.04,16.7,26.3,10.86,73.89
2025-08-09,20.13,0.11,0.0,0.11,15.2,25.72,10.29,73.46
2025-08-10,19.79,0.0,0.0,0.0,12.84,27.35,10.55,66.59
2025-08-11,19.13,0.0,0.0,0.0,10.87,27.32,9.09,62.07
2025-08-12,18.58,0.0,0.0,0.0,9.95,25.87,11.29,64.59
2025-08-13,19.76,0.06,0.0,0.06,14.68,27.03,11.47,67.83
2025-08-14,18.82,0.0,0.0,0.0,11.61,26.76,10.91,68.37
2025-08-15,18.73,0.0,0.0,0.0,13.35,25.16,13.67,62.66
2025-08-16,17.24,0.0,0.0,0.0,10.43,24.24,13.99,60.0
2025-08-17,18.1,0.0,0.0,0.0,9.32,28.32,6.76,63.43
2025-08-18,18.23,0.48,0.0,0.48,12.78,23.89,6.84,69.19
2025-08-19,18.1,0.28,0.0,0.28,12.52,24.75,7.48,70.54
2025-08-20,15.99,2.77,0.0,2.77,11.11,21.45,6.81,73.97
2025-08-21,16.53,0.0,0.0,0.0,8.35,25.52,6.54,69.28
2025-08-22,19.03,0.0,0.0,0.0,8.16,31.68,4.61,57.52
2025-08-23,18.7,0.0,0.0,0.0,11.81,25.58,8.64,60.48
2025-08-24,17.32,1.07,0.0,1.07,11.53,22.59,6.97,69.15
2025-08-25,16.1,0.15,0.0,0.15,10.49,22.09,11.73,63.91
2025-08-26,15.05,0.0,0.0,0.0,6.78,22.67,9.31,65.04
2025-08-27,16.28,0.0,0.0,0.0,8.33,23.59,10.28,67.85
2025-08-28,17.47,0.0,0.0,0.0,10.17,24.85,8.95,69.39
2025-08-29,17.59,0.0,0.0,0.0,10.14,25.68,6.7,70.13
2025-08-30,17.68,0.0,0.0,0.0,10.0,27.29,6.69,70.0
2025-08-31,19.88,0.0,0.0,0.0,10.51,30.02,5.96,56.85
2025-09-01,19.18,0.0,0.0,0.0,13.05,25.57,8.46,59.78
2025-09-02,17.5,0.0,0.0,0.0,10.16,25.23,5.71,64.96
2025-09-03,17.41,0.0,0.0,0.0,10.23,23.91,7.87,70.7
2025-09-04,17.66,0.0,0.0,0.0,9.66,25.6,10.31,71.37
2025-09-05,18.57,0.2,0.0,0.2,12.47,25.98,8.88,72.76
2025-09-06,15.26,32.48,0.0,32.48,12.22,18.74,7.71,85.56
2025-09-07,15.65,5.52,0.0,5.52,12.48,20.73,7.59,77.24
2025-09-08,15.75,0.56,0.0,0.56,11.01,20.56,6.21,72.76
2025-09-09,15.75,0.0,0.0,0.0,8.19,22.86,5.25,73.07
2025-09-10,15.33,0.0,0.0,0.0,7.76,22.84,5.28,70.87
2025-09-11,15.96,0.0,0.0,0.0,8.54,23.25,5.56,71.59
2025-09-12,16.02,0.41,0.0,0.41,10.17,24.8,6.8,75.5
2025-09-13,16.16,0.99,0.0,0.99,11.2,22.22,8.92,74.15
2025-09-14,15.78,0.14,0.0,0.14,12.21,21.51,9.58,72.22
2025-09-15,14.38,0.0,0.0,0.0,9.97,19.52,5.83,74.35
2025-09-16,14.02,0.0,0.0,0.0,7.17,21.52,6.23,68.54
2025-09-17,13.85,0.0,0.0,0.0,5.06,23.89,5.79,67.67
2025-09-18,11.65,15.32,0.0,15.32,7.36,15.19,8.6,80.33
2025-09-19,11.3,1.92,0.0,1.92,6.45,17.47,7.24,75.22
2025-09-20,11.4,0.0,0.0,0.0,5.7,18.52,6.35,70.48
2025-09-21,12.21,0.0,0.0,0.0,4.25,20.47,7.76,72.8
2025-09-22,13.52,0.0,0.0,0.0,5.46,24.12,5.34,73.24
2025-09-23,13.76,0.0,0.0,0.0,5.31,24.61,4.27,73.65
2025-09-24,14.41,0.0,0.0,0.0,7.01,22.44,4.68,76.5
2025-09-25,14.8,0.99,0.0,0.99,10.2,20.37,7.13,74.76
2025-09-26,12.76,1.41,0.0,1.41,7.79,18.61,12.12,73.89
2025-09-27,11.49,0.23,0.0,0.23,9.27,14.93,11.98,65.43
2025-09-28,11.31,0.0,0.0,0.0,9.13,14.57,7.4,69.09
2025-09-29,9.5,11.16,0.0,11.16,8.52,10.77,4.49,90.78
2025-09-30,9.69,4.11,0.0,4.11,5.63,14.0,5.98,85.58
2025-10-01,8.49,0.06,0.0,0.06,2.18,15.49,5.64,76.85
2025-10-02,10.19,0.0,0.0,0.0,1.98,18.41,7.04,72.48
2025-10-03,12.77,1.32,0.0,1.32,6.65,22.98,6.83,71.84
2025-10-04,12.46,4.25,0.0,4.25,8.42,19.21,6.55,76.28
2025-10-05,11.45,0.2,0.0,0.2,5.98,17.91,5.26,75.06
2025-10-06,11.21,0.0,0.0,0.0,3.66,20.9,4.65,70.8
2025-10-07,10.62,7.59,0.0,7.59,7.47,15.4,4.04,84.41
2025-10-08,9.42,12.27,0.0,12.27,6.54,13.81,5.44,86.84
2025-10-09,7.3,2.0,0.0,2.0,4.4,9.78,8.43,87.43
2025-10-10,8.1,6.57,0.0,6.57,2.92,14.68,6.09,77.08
2025-10-11,5.26,10.46,0.0,10.46,1.74,9.55,6.32,88.47
2025-10-12,6.13,3.48,0.0,3.48,3.32,10.21,6.54,87.26
2025-10-13,8.34,0.25,0.0,0.25,4.37,14.43,4.25,81.78
2025-10-14,8.69,1.08,0.0,1.08,3.02,15.37,3.88,79.41
2025-10-15,8.09,1.01,0.0,1.01,4.99,12.52,4.58,83.56
2025-10-16,8.1,0.03,0.0,0.03,3.39,13.57,7.43,82.35
2025-10-17,9.72,0.0,0.0,0.0,4.35,17.42,4.72,80.09
2025-10-18,9.7,0.63,0.0,0.63,3.36,15.91,3.74,82.85
2025-10-19,8.73,14.54,0.0,14.54,6.94,11.01,5.56,91.5
2025-10-20,6.79,1.95,0.0,1.95,0.32,13.17,6.04,76.8
2025-10-21,5.61,0.0,0.0,0.0,-1.45,14.44,3.84,77.21
2025-10-22,9.04,1.07,0.0,1.07,4.61,15.89,2.57,82.73
2025-10-23,10.19,4.06,0.0,4.06,7.07,13.75,3.7,89.41
2025-10-24,13.0,0.17,0.0,0.17,6.38,19.48,7.23,76.52
2025-10-25,8.97,16.86,0.0,16.86,7.19,10.67,5.29,89.95
2025-10-26,9.6,0.3,0.0,0.3,3.78,16.83,3.89,81.61
2025-10-27,13.12,4.97,0.0,4.97,6.31,21.64,9.4,70.13
2025-10-28,8.35,25.83,0.0,25.83,4.84,12.21,5.8,88.08
2025-10-29,5.92,1.6,0.0,1.6,-0.12,12.91,4.69,76.58
2025-10-30,5.47,0.0,0.0,0.0,-2.16,17.27,2.83,73.4
2025-10-31,6.6,0.0,0.0,0.0,-0.3,15.93,3.81,75.36
2025-11-01,6.25,0.0,0.0,0.0,-0.35,16.1,3.46,75.95
2025-11-02,6.04,0.0,0.0,0.0,-0.76,14.82,3.05,77.67
2025-11-03,7.49,0.0,0.0,0.0,1.03,16.61,3.7,76.01
2025-11-04,9.13,0.0,0.0,0.0,2.0,18.13,3.75,77.26
2025-11-05,9.76,0.17,0.0,0.17,6.53,13.99,5.57,84.67
2025-11-06,10.3,0.0,0.0,0.0,6.47,15.27,5.8,80.26
2025-11-07,10.11,0.9,0.0,0.9,5.42,16.22,3.42,82.5
2025-11-08,8.89,0.0,0.0,0.0,4.54,16.01,2.88,83.89
2025-11-09,8.6,0.0,0.0,0.0,2.09,17.74,3.02,80.06
2025-11-10,7.84,0.0,0.0,0.0,2.27,15.54,2.5,81.43
2025-11-11,8.22,2.15,0.0,2.15,2.4,15.08,5.19,81.93
2025-11-12,7.31,15.62,0.0,15.62,5.99,8.76,7.0,92.93
2025-11-13,6.14,1.2,0.0,1.2,1.91,11.03,3.58,86.11
2025-11-14,3.04,0.59,0.0,0.59,-0.58,7.91,3.9,85.84
2025-11-15,1.92,0.0,0.0,0.0,-2.89,9.32,2.87,81.52
2025-11-16,2.7,0.0,0.0,0.0,-3.85,12.89,3.52,76.93
2025-11-17,7.51,0.0,0.0,0.0,-0.56,16.94,6.2,66.75
2025-11-18,9.53,0.0,0.0,0.0,5.13,14.71,6.59,65.6
2025-11-19,8.76,0.0,0.0,0.0,3.1,16.59,4.07,72.23
2025-11-20,7.69,0.0,0.0,0.0,2.24,16.21,3.93,75.28
2025-11-21,8.78,0.0,0.0,0.0,1.92,18.39,5.71,70.25
2025-11-22,10.31,0.0,0.0,0.0,4.38,17.98,5.87,66.08
2025-11-23,10.04,1.49,0.0,1.49,5.44,16.12,5.33,74.17
2025-11-24,6.71,11.18,0.0,11.18,0.85,11.6,4.61,85.11
2025-11-25,3.77,0.0,0.0,0.0,-0.41,10.97,3.15,85.91
2025-11-26,5.77,0.0,0.0,0.0,-0.55,15.12,4.52,78.28
2025-11-27,7.24,0.0,0.0,0.0,1.54,16.69,4.63,74.15
2025-11-28,6.67,0.0,0.0,0.0,0.45,16.15,3.83,78.97
2025-11-29,6.65,4.9,0.0,4.9,2.31,10.27,5.91,79.19
2025-11-30,5.74,4.96,0.0,4.96,2.59,10.6,5.22,85.39
2025-12-01,3.55,2.73,0.0,2.73,0.19,6.8,3.75,88.8
2025-12-02,2.36,0.0,0.0,0.0,-1.47,7.57,3.1,87.04
2025-12-03,1.7,0.0,0.0,0.0,-2.8,10.52,2.31,82.82
2025-12-04,2.43,0.0,0.0,0.0,-3.76,10.36,2.89,82.28
2025-12-05,6.06,0.0,0.0,0.0,-0.1,11.1,6.95,70.79
2025-12-06,8.31,0.03,0.0,0.03,4.47,11.8,6.32,69.37
2025-12-07,5.96,5.87,0.0,5.87,2.82,8.71,5.32,83.69
2025-12-08,4.16,20.26,0.0,20.26,2.83,5.72,10.93,88.54
2025-12-09,2.99,0.21,0.0,0.21,1.72,5.16,4.87,82.65
2025-12-10,2.98,0.04,0.0,0.04,0.51,5.47,3.32,86.02
2025-12-11,3.12,1.37,0.0,1.37,-1.46,6.89,4.48,86.28
2025-12-12,2.03,0.37,0.0,0.37,-2.46,7.34,3.07,85.72
2025-12-13,3.64,4.38,0.0,4.38,1.95,5.35,5.24,89.6
2025-12-14,2.13,2.43,0.0,2.43,-0.71,4.86,4.11,87.45
2025-12-15,1.25,3.11,3.11,0.0,-2.53,4.13,6.23,84.88
2025-12-16,-0.76,0.0,0.0,0.0,-4.32,5.6,3.53,80.58
2025-12-17,-1.01,0.0,0.0,0.0,-5.5,6.47,3.22,82.19
2025-12-18,-1.1,0.0,0.0,0.0,-6.7,8.3,3.49,79.65
2025-12-19,-1.0,0.0,0.0,0.0,-6.05,8.18,2.63,78.13
2025-12-20,-0.29,0.0,0.0,0.0,-5.88,7.21,3.01,82.67
2025-12-21,0.61,0.07,0.07,0.0,-3.16,4.11,2.53,82.17
2025-12-22,1.85,9.13,9.13,0.0,0.27,3.59,2.68,90.93
2025-12-23,3.41,0.34,0.0,0.34,2.03,5.39,4.17,91.71
2025-12-24,2.59,0.0,0.0,0.0,-1.08,7.26,3.84,87.82
2025-12-25,2.44,2.68,0.0,2.68,-0.78,5.72,5.18,87.81
2025-12-26,0.6,5.87,5.87,0.0,-2.13,2.48,7.86,86.21
2025-12-27,-2.67,8.52,8.52,0.0,-4.02,-1.36,11.63,83.43
2025-12-28,-2.8,7.35,7.35,0.0,-5.58,1.3,11.59,84.15
2025-12-29,-3.33,12.02,12.02,0.0,-6.71,-0.88,10.49,81.37
2025-12-30,-2.37,2.23,2.23,0.0,-9.38,3.5,7.69,72.67
