time,Horma Kanyonu - Kastamonu_temp,Horma Kanyonu - Kastamonu_prcp,Horma Kanyonu - Kastamonu_snow,Horma Kanyonu - Kastamonu_rain,Horma Kanyonu - Kastamonu_tmin,Horma Kanyonu - Kastamonu_tmax,Horma Kanyonu - Kastamonu_wspd,Horma Kanyonu - Kastamonu_rhum
2024-12-22,6.73,4.53,0.0,4.53,3.49,10.49,14.98,93.0
2024-12-23,5.6,0.0,0.0,0.0,2.47,9.32,8.43,85.72
2024-12-24,9.09,1.4,0.0,1.4,6.67,11.55,8.3,69.4
2024-12-25,10.56,0.45,0.0,0.45,7.64,14.45,7.13,67.01
2024-12-26,8.51,0.61,0.0,0.61,5.18,12.96,6.54,87.89
2024-12-27,3.43,10.06,0.0,10.06,1.72,5.95,7.94,94.86
2024-12-28,3.57,1.86,0.0,1.86,1.66,5.97,7.42,94.27
2024-12-29,4.5,0.1,0.0,0.1,3.34,6.08,5.37,88.76
2024-12-30,3.93,0.52,0.0,0.52,2.58,5.15,6.06,84.02
2024-12-31,2.99,0.0,0.0,0.0,-0.45,8.04,9.21,85.46
2025-01-01,3.42,0.0,0.0,0.0,0.0,9.32,9.72,84.66
2025-01-02,4.53,0.0,0.0,0.0,1.03,10.39,10.57,75.03
2025-01-03,5.37,0.0,0.0,0.0,0.97,12.24,12.53,69.42
2025-01-04,6.23,8.12,0.0,8.12,1.42,10.47,12.25,82.6
2025-01-05,3.42,2.47,0.0,2.47,1.79,5.49,5.19,90.7
2025-01-06,2.49,0.0,0.0,0.0,-1.29,7.69,9.32,84.65
2025-01-07,5.43,0.0,0.0,0.0,1.52,12.37,10.36,73.98
2025-01-08,8.35,0.0,0.0,0.0,4.05,14.55,11.85,69.88
2025-01-09,8.34,0.0,0.0,0.0,4.63,13.91,10.42,76.14
2025-01-10,7.18,0.0,0.0,0.0,4.13,12.98,10.37,75.59
2025-01-11,6.21,0.93,0.0,0.93,3.7,9.46,9.19,82.01
2025-01-12,5.54,3.29,0.0,3.29,3.82,7.66,3.13,95.57
