time,Ulugöl Tabiat Parkı - Ordu_temp,Ulugöl Tabiat Parkı - Ordu_prcp,Ulugöl Tabiat Parkı - Ordu_snow,Ulugöl Tabiat Parkı - Ordu_rain,Ulugöl Tabiat Parkı - Ordu_tmin,Ulugöl Tabiat Parkı - Ordu_tmax,Ulugöl Tabiat Parkı - Ordu_wspd,Ulugöl Tabiat Parkı - Ordu_rhum
2025-04-07,8.75,1.44,0.0,1.44,3.96,15.67,15.94,65.56
2025-04-08,4.49,3.55,0.0,3.55,0.58,9.1,19.47,70.72
2025-04-09,0.92,19.57,19.57,0.0,-2.92,3.99,14.11,85.41
2025-04-10,-2.04,11.2,11.2,0.0,-4.7,1.2,12.22,82.17
2025-04-11,-2.03,9.57,9.57,0.0,-6.56,4.03,17.57,78.38
2025-04-12,-2.74,0.68,0.68,0.0,-9.18,1.87,13.4,73.83
2025-04-13,0.63,2.01,2.01,0.0,-2.45,4.66,10.09,73.45
2025-04-14,-0.66,9.3,9.3,0.0,-3.46,1.5,14.15,85.83
2025-04-15,1.4,5.86,5.86,0.0,-1.07,3.81,21.52,85.08
2025-04-16,3.91,0.11,0.0,0.11,1.6,7.54,10.83,86.66
2025-04-17,5.36,0.0,0.0,0.0,-0.57,11.31,7.81,75.38
2025-04-18,7.63,0.0,0.0,0.0,1.78,13.69,8.98,70.43
2025-04-19,7.19,2.81,0.0,2.81,3.38,13.68,10.04,72.87
2025-04-20,6.71,3.95,0.0,3.95,3.73,11.29,10.95,83.44
2025-04-21,7.66,0.0,0.0,0.0,2.22,13.2,7.8,75.02
2025-04-22,8.77,1.1,0.0,1.1,3.68,14.53,8.21,69.58
2025-04-23,8.33,9.53,0.0,9.53,5.34,12.58,7.25,78.81
2025-04-24,9.77,2.32,0.0,2.32,6.0,14.61,10.66,75.33
2025-04-25,7.88,5.05,0.0,5.05,5.49,10.77,12.24,80.63
2025-04-26,7.28,7.34,0.0,7.34,4.25,10.85,10.01,83.37
2025-04-27,7.16,1.94,0.0,1.94,3.04,11.25,11.21,83.69
2025-04-28,4.03,1.85,0.0,1.85,1.46,7.12,16.02,74.9
2025-04-29,4.28,1.29,0.0,1.29,-0.05,9.21,10.74,71.47
2025-04-30,6.79,0.5,0.0,0.5,1.78,11.99,10.88,73.3
2025-05-01,7.4,5.9,0.0,5.9,5.27,10.58,12.57,86.02
2025-05-02,6.5,14.43,0.0,14.43,3.83,10.64,13.16,88.41
2025-05-03,6.7,2.51,0.0,2.51,4.49,10.33,13.3,80.34
2025-05-04,6.73,2.37,0.0,2.37,2.34,11.52,7.42,77.55
2025-05-05,8.61,0.06,0.0,0.06,2.72,14.19,7.94,72.48
2025-05-06,10.07,0.03,0.0,0.03,3.83,15.8,9.97,63.1
2025-05-07,12.37,2.24,0.0,2.24,6.39,19.07,10.97,70.1
2025-05-08,12.04,1.54,0.0,1.54,7.13,18.39,11.52,78.28
2025-05-09,14.15,1.09,0.0,1.09,6.93,21.61,12.09,70.09
2025-05-10,12.39,3.17,0.0,3.17,6.96,19.63,13.23,75.9
2025-05-11,10.36,10.43,0.0,10.43,6.6,15.95,12.37,82.27
2025-05-12,8.62,11.99,0.0,11.99,5.8,13.57,11.58,85.58
2025-05-13,5.99,11.28,0.0,11.28,3.51,8.69,16.16,86.88
2025-05-14,6.95,0.08,0.0,0.08,2.67,11.76,10.71,72.68
2025-05-15,7.19,8.0,0.0,8.0,2.89,12.24,9.96,72.94
2025-05-16,10.66,0.0,0.0,0.0,2.33,17.39,12.23,61.97
2025-05-17,16.5,0.0,0.0,0.0,9.69,24.66,18.82,53.82
2025-05-18,13.37,3.99,0.0,3.99,7.96,18.52,14.55,63.0
2025-05-19,10.65,0.38,0.0,0.38,5.32,15.53,10.2,68.37
2025-05-20,11.26,0.0,0.0,0.0,4.18,17.94,11.9,60.84
2025-05-21,10.87,0.0,0.0,0.0,4.11,16.47,10.32,62.71
2025-05-22,12.66,0.0,0.0,0.0,4.35,19.47,7.58,58.67
2025-05-23,14.7,0.06,0.0,0.06,7.2,21.18,7.09,57.46
2025-05-24,15.9,0.0,0.0,0.0,8.47,23.02,8.62,54.48
2025-05-25,16.49,0.0,0.0,0.0,9.27,23.03,7.51,58.79
2025-05-26,15.84,0.0,0.0,0.0,10.73,24.02,11.64,62.38
2025-05-27,13.88,5.42,0.0,5.42,8.95,21.23,19.9,76.92
2025-05-28,11.42,0.36,0.0,0.36,8.06,16.32,11.79,75.62
2025-05-29,12.25,1.07,0.0,1.07,6.39,18.23,9.09,66.32
2025-05-30,11.12,4.37,0.0,4.37,7.71,16.86,9.69,71.08
2025-05-31,13.13,1.56,0.0,1.56,7.82,18.86,11.68,68.63
2025-06-01,12.12,8.85,0.0,8.85,8.63,18.85,11.11,79.92
2025-06-02,11.19,3.68,0.0,3.68,8.29,14.96,12.57,81.2
2025-06-03,10.76,14.79,0.0,14.79,8.67,14.06,15.49,85.66
2025-06-04,13.18,0.0,0.0,0.0,7.07,19.28,10.57,70.45
2025-06-05,13.54,0.0,0.0,0.0,6.35,20.67,9.87,62.99
2025-06-06,14.46,0.0,0.0,0.0,7.73,21.09,8.93,63.94
2025-06-07,14.31,0.0,0.0,0.0,6.49,21.77,9.05,59.4
2025-06-08,15.04,0.0,0.0,0.0,6.62,21.59,8.2,60.18
2025-06-09,16.92,0.0,0.0,0.0,9.73,23.46,7.71,65.25
2025-06-10,16.22,0.0,0.0,0.0,9.0,22.22,9.19,62.45
2025-06-11,17.03,0.0,0.0,0.0,9.68,23.31,8.85,69.86
2025-06-12,18.09,0.0,0.0,0.0,11.53,23.86,8.49,67.61
2025-06-13,17.21,0.0,0.0,0.0,12.17,22.74,14.99,66.74
2025-06-14,12.64,2.47,0.0,2.47,9.21,16.48,14.62,74.88
2025-06-15,12.71,0.23,0.0,0.23,6.29,18.67,11.53,65.32
2025-06-16,12.65,0.0,0.0,0.0,7.21,17.31,13.81,64.68
2025-06-17,12.44,0.38,0.0,0.38,6.17,19.06,11.45,66.55
2025-06-18,14.36,0.0,0.0,0.0,7.13,20.28,10.29,60.89
2025-06-19,15.55,0.0,0.0,0.0,8.88,21.31,11.61,58.02
2025-06-20,15.92,0.0,0.0,0.0,8.32,22.74,9.7,55.02
2025-06-21,15.15,0.19,0.0,0.19,8.96,21.35,12.82,57.43
2025-06-22,12.62,0.62,0.0,0.62,8.9,16.73,12.98,67.52
2025-06-23,13.5,0.0,0.0,0.0,6.04,19.77,10.42,58.94
2025-06-24,15.23,0.0,0.0,0.0,7.87,21.81,10.54,53.27
2025-06-25,16.54,0.0,0.0,0.0,7.9,24.45,10.73,47.56
2025-06-26,17.62,0.0,0.0,0.0,9.47,24.73,9.77,42.56
2025-06-27,18.07,0.0,0.0,0.0,11.3,24.5,12.24,52.17
2025-06-28,16.7,0.0,0.0,0.0,10.59,22.72,11.97,62.35
2025-06-29,12.01,7.75,0.0,7.75,7.7,17.47,18.11,75.15
2025-06-30,12.66,6.14,0.0,6.14,7.25,18.01,16.03,75.84
2025-07-01,15.41,0.46,0.0,0.46,10.04,21.38,12.65,68.25
2025-07-02,14.0,0.65,0.0,0.65,8.6,19.31,13.83,62.99
2025-07-03,12.32,2.27,0.0,2.27,6.43,18.19,14.52,68.4
2025-07-04,12.27,6.47,0.0,6.47,9.2,16.41,16.03,76.98
2025-07-05,12.81,4.24,0.0,4.24,9.15,16.7,15.97,83.4
2025-07-06,16.22,0.0,0.0,0.0,9.26,22.69,10.72,66.45
2025-07-07,17.38,0.0,0.0,0.0,10.04,23.87,10.42,63.92
2025-07-08,18.69,0.0,0.0,0.0,11.58,25.39,9.14,63.61
2025-07-09,19.9,0.0,0.0,0.0,12.4,26.51,8.54,58.8
2025-07-10,20.34,0.0,0.0,0.0,13.12,27.78,10.7,54.36
2025-07-11,21.19,0.0,0.0,0.0,14.09,27.5,12.4,55.99
2025-07-12,22.22,0.0,0.0,0.0,15.84,28.63,14.19,55.28
2025-07-13,21.71,0.0,0.0,0.0,16.53,27.33,13.4,58.3
2025-07-14,20.6,0.0,0.0,0.0,14.24,26.79,12.3,61.69
2025-07-15,19.85,0.0,0.0,0.0,14.25,26.04,14.16,65.02
2025-07-16,18.59,0.0,0.0,0.0,13.54,24.02,12.42,68.14
2025-07-17,19.96,0.0,0.0,0.0,12.01,26.67,10.52,53.59
2025-07-18,21.9,0.0,0.0,0.0,13.75,29.63,11.18,49.8
2025-07-19,21.04,0.08,0.0,0.08,15.02,27.16,13.81,60.49
2025-07-20,18.87,2.15,0.0,2.15,14.75,24.58,15.05,69.38
2025-07-21,19.33,0.0,0.0,0.0,13.18,24.67,11.92,66.53
2025-07-22,20.36,0.0,0.0,0.0,13.91,27.67,10.74,60.97
2025-07-23,21.35,0.0,0.0,0.0,13.31,28.62,11.2,55.33
2025-07-24,20.64,0.0,0.0,0.0,14.15,27.53,11.28,63.12
2025-07-25,19.85,0.31,0.0,0.31,14.6,25.25,12.44,60.05
2025-07-26,20.09,0.0,0.0,0.0,13.96,26.92,13.0,58.12
2025-07-27,21.62,0.0,0.0,0.0,13.71,29.69,11.57,62.0
2025-07-28,24.29,0.0,0.0,0.0,17.71,31.61,10.1,53.73
2025-07-29,25.69,0.0,0.0,0.0,18.63,32.83,9.5,49.8
2025-07-30,25.01,0.0,0.0,0.0,20.03,31.44,14.18,55.46
2025-07-31,21.51,2.37,0.0,2.37,17.45,26.68,15.38,66.28
2025-08-01,20.04,3.21,0.0,3.21,16.85,26.29,17.1,72.56
2025-08-02,19.82,4.95,0.0,4.95,16.5,24.18,19.79,75.61
2025-08-03,20.43,1.18,0.0,1.18,16.31,26.44,13.35,72.04
2025-08-04,20.2,4.32,0.0,4.32,15.73,26.26,11.45,75.01
2025-08-05,21.07,4.82,0.0,4.82,16.44,27.06,11.98,73.32
2025-08-06,21.26,0.0,0.0,0.0,15.26,28.32,11.77,67.04
2025-08-07,20.94,0.0,0.0,0.0,15.19,26.95,13.78,68.53
2025-08-08,21.03,0.88,0.0,0.88,16.6,26.53,17.49,68.89
2025-08-09,20.47,2.0,0.0,2.0,15.5,25.49,16.59,67.48
2025-08-10,19.84,0.0,0.0,0.0,13.89,26.48,11.7,61.82
2025-08-11,18.34,0.0,0.0,0.0,11.44,25.61,12.92,53.49
2025-08-12,18.53,0.0,0.0,0.0,11.08,25.58,12.37,57.38
2025-08-13,18.91,0.0,0.0,0.0,11.73,26.32,11.65,58.0
2025-08-14,18.75,0.0,0.0,0.0,11.15,26.74,10.67,61.15
2025-08-15,18.44,0.0,0.0,0.0,12.05,25.43,12.42,55.98
2025-08-16,17.99,0.0,0.0,0.0,12.04,24.81,11.11,57.53
2025-08-17,18.47,0.0,0.0,0.0,10.25,26.03,9.09,54.33
2025-08-18,20.8,0.0,0.0,0.0,12.04,29.53,8.97,50.78
2025-08-19,19.86,0.0,0.0,0.0,15.49,25.59,13.47,63.1
2025-08-20,19.05,0.0,0.0,0.0,13.35,25.47,14.64,68.56
2025-08-21,19.09,0.0,0.0,0.0,12.58,25.61,11.91,63.33
2025-08-22,19.67,0.0,0.0,0.0,11.99,27.03,10.25,54.7
2025-08-23,21.17,0.0,0.0,0.0,13.31,29.76,11.51,41.01
2025-08-24,18.94,6.23,0.0,6.23,12.66,26.48,13.0,63.35
2025-08-25,15.73,9.5,0.0,9.5,12.82,19.45,18.14,76.72
2025-08-26,14.47,1.85,0.0,1.85,10.52,18.67,15.69,74.48
2025-08-27,13.68,0.08,0.0,0.08,9.68,18.58,13.52,74.74
2025-08-28,16.1,0.0,0.0,0.0,11.28,22.2,12.72,71.33
2025-08-29,17.9,0.0,0.0,0.0,12.94,24.4,9.18,71.72
2025-08-30,19.36,0.0,0.0,0.0,13.3,26.15,8.55,62.78
2025-08-31,19.86,0.0,0.0,0.0,13.61,26.85,8.37,57.47
2025-09-01,19.8,0.0,0.0,0.0,12.28,27.3,10.21,55.14
2025-09-02,18.2,1.27,0.0,1.27,13.34,24.25,11.6,71.01
2025-09-03,16.38,8.62,0.0,8.62,12.71,21.43,12.9,77.1
2025-09-04,16.33,1.38,0.0,1.38,12.52,21.31,12.9,79.07
2025-09-05,18.23,0.0,0.0,0.0,13.0,24.27,8.66,75.21
2025-09-06,19.02,1.66,0.0,1.66,13.62,25.54,9.18,72.98
2025-09-07,15.65,11.21,0.0,11.21,13.0,19.18,14.62,81.92
2025-09-08,14.4,1.44,0.0,1.44,11.66,18.03,11.53,79.84
2025-09-09,14.79,1.46,0.0,1.46,9.96,19.93,13.34,78.48
2025-09-10,14.97,0.0,0.0,0.0,8.68,21.43,9.1,68.13
2025-09-11,14.38,0.3,0.0,0.3,9.46,18.74,10.56,75.13
2025-09-12,15.02,0.0,0.0,0.0,9.45,21.57,9.23,72.13
2025-09-13,14.67,0.0,0.0,0.0,9.7,20.58,15.08,74.46
2025-09-14,13.81,0.0,0.0,0.0,8.41,20.72,11.57,63.21
2025-09-15,14.8,0.0,0.0,0.0,6.6,22.19,8.79,55.81
2025-09-16,14.74,0.77,0.0,0.77,9.36,20.53,11.6,66.12
2025-09-17,14.71,0.0,0.0,0.0,8.71,21.62,10.13,67.24
2025-09-18,12.41,5.03,0.0,5.03,7.49,17.09,16.12,70.85
2025-09-19,9.88,7.03,0.0,7.03,6.41,13.03,23.5,75.97
2025-09-20,10.15,11.8,0.0,11.8,7.46,12.56,23.7,84.24
2025-09-21,10.61,1.42,0.0,1.42,6.58,15.78,17.29,74.21
2025-09-22,10.66,0.0,0.0,0.0,2.76,17.97,9.76,68.55
2025-09-23,12.91,0.0,0.0,0.0,4.93,20.42,8.87,60.83
2025-09-24,14.28,0.0,0.0,0.0,7.79,21.51,7.54,53.03
2025-09-25,13.11,0.0,0.0,0.0,7.12,19.54,10.91,66.98
2025-09-26,10.12,0.41,0.0,0.41,5.72,15.48,16.35,80.24
2025-09-27,9.16,0.15,0.0,0.15,5.68,14.02,14.64,69.86
2025-09-28,11.17,0.0,0.0,0.0,3.19,18.71,10.76,61.65
2025-09-29,13.84,0.85,0.0,0.85,8.55,18.75,12.76,62.91
2025-09-30,10.47,19.07,0.0,19.07,8.33,13.61,10.74,90.2
2025-10-01,9.3,3.58,0.0,3.58,6.14,14.2,8.42,83.15
2025-10-02,9.72,3.04,0.0,3.04,5.53,14.9,7.98,80.58
2025-10-03,11.71,0.0,0.0,0.0,5.25,18.86,11.44,72.29
2025-10-04,15.7,0.0,0.0,0.0,9.32,23.98,16.63,56.21
2025-10-05,13.78,0.0,0.0,0.0,9.13,18.75,13.88,66.21
2025-10-06,12.66,0.0,0.0,0.0,6.88,18.86,7.82,74.24
2025-10-07,13.55,0.0,0.0,0.0,6.67,20.29,13.18,61.98
2025-10-08,14.41,0.86,0.0,0.86,10.07,20.56,12.92,60.05
2025-10-09,10.12,16.73,0.0,16.73,6.55,14.33,10.69,82.59
2025-10-10,9.17,0.12,0.0,0.12,5.65,13.57,7.37,73.12
2025-10-11,8.9,0.0,0.0,0.0,3.07,14.44,10.59,69.35
2025-10-12,5.03,9.52,0.0,9.52,2.4,7.95,14.91,85.87
2025-10-13,6.41,0.04,0.0,0.04,2.36,11.07,11.99,74.43
2025-10-14,6.9,0.0,0.0,0.0,1.72,12.79,8.85,71.23
2025-10-15,7.96,0.0,0.0,0.0,3.48,14.29,7.92,69.36
2025-10-16,7.65,0.31,0.0,0.31,2.23,13.35,9.21,76.78
2025-10-17,8.25,0.31,0.0,0.31,2.39,14.67,9.8,74.6
2025-10-18,9.51,0.0,0.0,0.0,2.87,16.3,8.0,65.39
2025-10-19,10.63,0.56,0.0,0.56,6.22,15.67,10.54,68.16
2025-10-20,6.61,9.86,0.0,9.86,3.52,9.3,12.42,87.61
2025-10-21,5.64,0.0,0.0,0.0,1.52,10.8,8.79,81.16
2025-10-22,7.02,0.08,0.0,0.08,2.03,11.67,9.68,76.32
2025-10-23,10.87,0.16,0.0,0.16,7.59,15.22,10.7,74.34
2025-10-24,12.32,0.0,0.0,0.0,8.4,18.03,13.35,62.9
2025-10-25,11.71,0.15,0.0,0.15,7.29,17.87,13.28,68.36
2025-10-26,9.53,8.15,0.0,8.15,6.74,13.35,12.94,83.28
2025-10-27,12.51,0.0,0.0,0.0,4.5,21.24,14.86,64.1
2025-10-28,12.44,0.41,0.0,0.41,8.79,16.63,18.4,68.26
2025-10-29,7.03,19.09,0.0,19.09,2.94,9.93,16.87,85.23
2025-10-30,5.57,0.0,0.0,0.0,1.0,11.39,7.74,75.8
2025-10-31,6.6,0.0,0.0,0.0,1.85,14.51,7.67,68.18
2025-11-01,6.7,0.0,0.0,0.0,0.95,13.98,7.39,66.58
2025-11-02,6.79,0.0,0.0,0.0,0.66,13.45,7.41,69.07
2025-11-03,7.72,0.0,0.0,0.0,1.46,14.09,8.88,56.32
2025-11-04,8.0,0.06,0.0,0.06,4.92,11.02,7.91,65.88
2025-11-05,8.07,0.0,0.0,0.0,3.71,13.22,6.24,76.51
2025-11-06,8.1,0.0,0.0,0.0,2.91,13.41,10.61,74.27
2025-11-07,8.94,0.03,0.0,0.03,3.68,13.97,11.13,68.31
2025-11-08,9.99,0.0,0.0,0.0,5.32,15.31,11.65,62.91
2025-11-09,8.82,0.0,0.0,0.0,4.38,14.65,8.42,64.53
2025-11-10,8.32,0.0,0.0,0.0,2.64,14.27,9.71,61.42
2025-11-11,9.91,0.78,0.0,0.78,4.74,16.72,13.87,59.78
2025-11-12,8.69,1.75,0.0,1.75,5.36,13.57,10.97,72.79
2025-11-13,5.73,13.08,0.0,13.08,3.67,8.49,10.32,92.1
2025-11-14,2.93,31.43,0.0,31.43,1.19,4.94,13.3,93.25
2025-11-15,2.74,24.69,0.0,24.69,0.79,4.56,11.47,93.59
2025-11-16,4.1,2.74,0.0,2.74,1.95,7.16,10.55,90.12
2025-11-17,4.02,0.0,0.0,0.0,0.21,9.57,11.35,79.4
2025-11-18,5.11,0.0,0.0,0.0,0.71,10.7,13.13,73.61
2025-11-19,5.5,0.0,0.0,0.0,2.38,10.9,12.44,67.64
2025-11-20,6.14,0.0,0.0,0.0,1.3,12.52,12.98,58.87
2025-11-21,6.17,0.0,0.0,0.0,0.82,12.03,12.08,59.21
2025-11-22,8.64,0.0,0.0,0.0,2.58,15.67,12.79,61.28
2025-11-23,9.72,0.0,0.0,0.0,5.83,16.72,13.93,54.15
2025-11-24,7.67,0.0,0.0,0.0,2.63,12.59,14.72,60.26
2025-11-25,6.88,0.0,0.0,0.0,3.62,10.74,10.8,71.1
2025-11-26,6.52,0.0,0.0,0.0,3.2,12.22,10.31,70.18
2025-11-27,5.05,0.0,0.0,0.0,0.76,10.16,10.75,72.25
2025-11-28,4.71,0.0,0.0,0.0,0.54,9.8,10.75,67.34
2025-11-29,5.28,0.0,0.0,0.0,0.32,10.59,12.99,66.38
2025-11-30,6.7,1.71,0.0,1.71,3.69,11.17,18.0,70.33
2025-12-01,4.01,3.17,0.0,3.17,1.36,7.74,10.9,86.33
2025-12-02,2.44,0.0,0.0,0.0,-0.37,5.59,6.79,84.92
2025-12-03,1.41,0.0,0.0,0.0,-1.8,6.84,9.16,78.82
2025-12-04,1.63,0.0,0.0,0.0,-1.8,6.43,10.38,73.23
2025-12-05,3.5,0.0,0.0,0.0,-0.77,7.9,14.29,70.67
2025-12-06,7.54,1.25,0.0,1.25,4.6,11.0,20.04,66.8
2025-12-07,5.69,6.2,0.0,6.2,4.42,8.4,15.63,83.1
2025-12-08,5.98,0.54,0.0,0.54,4.22,8.9,12.66,77.02
2025-12-09,4.67,8.26,0.0,8.26,2.92,6.88,12.37,89.77
2025-12-10,3.79,7.71,0.0,7.71,1.02,6.67,8.26,88.82
2025-12-11,2.11,12.13,0.0,12.13,0.57,3.31,9.43,93.58
2025-12-12,1.55,1.12,1.12,0.0,-0.37,3.65,8.22,85.99
2025-12-13,1.59,3.62,3.62,0.0,-1.15,4.25,15.97,82.87
2025-12-14,1.21,2.37,2.37,0.0,-0.75,4.33,7.85,81.56
2025-12-15,0.87,5.52,5.52,0.0,-1.76,3.52,14.74,83.15
2025-12-16,-1.47,12.23,12.23,0.0,-3.53,0.84,17.9,92.18
2025-12-17,-2.15,0.27,0.27,0.0,-5.31,1.47,7.7,82.05
2025-12-18,-1.34,0.0,0.0,0.0,-5.19,2.8,7.7,72.48
2025-12-19,-0.68,0.0,0.0,0.0,-4.29,3.32,5.9,72.63
2025-12-20,-0.4,0.0,0.0,0.0,-4.32,4.12,7.71,74.85
2025-12-21,0.95,0.0,0.0,0.0,-2.05,3.94,9.47,72.73
2025-12-22,2.07,0.0,0.0,0.0,-2.2,5.77,10.29,70.42
2025-12-23,2.69,0.4,0.0,0.4,0.7,5.03,13.29,74.79
2025-12-24,1.87,2.44,2.44,0.0,-0.13,3.83,8.93,90.33
2025-12-25,0.49,4.42,4.42,0.0,-2.04,2.52,7.9,93.02
2025-12-26,0.1,5.42,5.42,0.0,-1.42,1.9,7.86,92.64
2025-12-27,-3.45,8.1,8.1,0.0,-8.93,0.16,16.62,88.71
2025-12-28,-4.08,0.43,0.43,0.0,-7.19,-1.72,16.03,70.84
2025-12-29,-3.29,0.37,0.37,0.0,-7.1,-0.99,21.03,68.82
2025-12-30,-3.46,0.0,0.0,0.0,-7.23,0.64,21.53,59.6
2025-12-31,-2.33,12.44,12.44,0.0,-4.84,0.64,26.52,80.05
2026-01-01,-6.35,18.14,18.14,0.0,-8.93,-4.3,17.25,93.72
2024-08-28,10.45,0.0,0.0,0.0,-1.12,14.95,15.12,83.92
2024-09-02,8.92,0.43,0.0,0.43,-0.95,13.23,15.18,83.69
2024-09-03,10.02,0.17,0.0,0.17,0.17,15.41,14.42,79.24
2024-12-10,-0.28,0.0,0.0,0.0,-2.7,3.43,14.68,84.91
2024-12-11,-0.77,0.0,0.0,0.0,-3.15,2.03,13.95,88.65
2024-12-12,-0.9,0.0,0.0,0.0,-3.3,1.54,13.97,89.43
2024-12-13,-2.68,0.0,0.0,0.0,-4.91,-0.81,15.75,84.47
2024-08-29,3.54,0.0,0.0,0.0,-0.13,7.34,14.14,78.28
2024-08-30,3.0,0.0,0.0,0.0,0.44,5.94,15.35,79.41
2024-08-31,3.31,0.0,0.0,0.0,-0.35,7.06,13.89,73.78
